IDStation,NameStation,Date,Wind_speed,Wind_direction,Temperature,Relative_humidity,Global_radiation,Rainfall
677,Cremona Via Fatebenefratelli,2018-01-01,0.4834538118346887,314,2.615277777777778,93.73819444444445,21.268055555555563,7.200000000000001
677,Cremona Via Fatebenefratelli,2018-01-02,1.7883992136887144,284,5.974305555555556,70.60972222222223,72.73402777777774,0
677,Cremona Via Fatebenefratelli,2018-01-03,0.24454553866583123,345,3.4909722222222226,77.76180555555555,54.204861111111114,0.4
677,Cremona Via Fatebenefratelli,2018-01-04,0.297648693957976,7,5.20625,77.16180555555556,67.62777777777781,0
677,Cremona Via Fatebenefratelli,2018-01-05,0.15027657805262304,359,4.1208333333333345,90.48958333333334,16.597916666666663,0
677,Cremona Via Fatebenefratelli,2018-01-06,0.7461419180647502,294,6.281944444444445,93.65,24.118750000000002,1.4000000000000001
677,Cremona Via Fatebenefratelli,2018-01-07,0.41269667306402896,116,7.216666666666667,97.03750000000001,7.876388888888891,0.2
677,Cremona Via Fatebenefratelli,2018-01-08,1.3839936502887893,75,9.613888888888889,98.60069444444444,9.327083333333333,1.6
677,Cremona Via Fatebenefratelli,2018-01-09,0.9710203542804164,128,10.96875,82.40138888888889,63.75069444444447,9
677,Cremona Via Fatebenefratelli,2018-01-10,0.6460863352439183,291,7.448611111111111,86.11666666666667,47.35694444444445,0
677,Cremona Via Fatebenefratelli,2018-01-11,0.26706605614050766,324,7.075694444444444,93.27916666666667,15.735416666666675,0.4
677,Cremona Via Fatebenefratelli,2018-01-12,0.24615220086241876,38,6.377777777777778,84.62916666666668,77.44583333333338,0.2
677,Cremona Via Fatebenefratelli,2018-01-13,0.5221661136241869,281,3.0749999999999997,93.6875,46.77361111111109,0
677,Cremona Via Fatebenefratelli,2018-01-14,0.47644952776376337,291,1.097916666666667,97.59166666666667,49.047916666666666,0
677,Cremona Via Fatebenefratelli,2018-01-15,0.533909625478514,271,2.177083333333334,95.61805555555556,27.48888888888889,0
677,Cremona Via Fatebenefratelli,2018-01-16,0.6552006910771065,285,3.757638888888889,94.04444444444445,20.4986111111111,0
677,Cremona Via Fatebenefratelli,2018-01-17,1.8141005519297897,288,4.731250000000001,72.87569444444446,58.997916666666654,0
677,Cremona Via Fatebenefratelli,2018-01-18,0.9332980600170879,253,4.893055555555556,55.81319444444445,75.68055555555553,0
677,Cremona Via Fatebenefratelli,2018-01-19,0.45173269634001045,331,3.888194444444445,76.13125000000001,75.98333333333338,0
677,Cremona Via Fatebenefratelli,2018-01-20,0.38741083109023183,4,2.230555555555556,86.23333333333333,61.85000000000004,0
677,Cremona Via Fatebenefratelli,2018-01-21,0.9187272153260071,288,5.324305555555557,76.23125,82.2513888888889,0
677,Cremona Via Fatebenefratelli,2018-01-22,0.3034182291957715,3,4.344444444444444,70.69583333333334,66.26041666666667,0
