,Date,Ammonia,PM10,PM25,Wind_speed,Temperature,Rainfall,Quadrante
126,2014-06-20,12.4,26.0,18.0,1.2415485162014774,24.26805555555556,0.0,4
127,2014-06-21,11.5,28.0,16.0,1.2873862576253698,23.441666666666663,0.0,1
128,2014-06-22,12.9,40.0,29.0,0.699007437224261,24.54305555555556,0.2,1
129,2014-06-23,12.0,29.0,20.0,0.4121901499916581,25.540972222222223,0.2,4
130,2014-06-24,10.7,22.0,16.0,0.8578830207437079,24.369444444444447,0.0,1
131,2014-06-25,10.4,19.0,12.0,1.1102980831998952,20.558333333333334,7.4,1
132,2014-06-26,11.4,29.0,19.0,1.040382147504452,20.4625,1.0,1
133,2014-06-27,11.0,30.0,25.0,0.5753959702955266,22.68888888888889,0.2,1
134,2014-06-28,14.7,33.0,26.0,0.5786796349727829,23.958333333333336,0.0,1
135,2014-06-29,12.3,37.0,24.0,0.9924492377691246,20.765972222222224,5.600000000000001,1
136,2014-06-30,9.8,8.0,5.0,0.6971383145226513,22.08125,0.0,4
137,2014-07-01,10.4,15.0,9.0,1.070711233879298,21.39305555555556,1.6,1
138,2014-07-02,11.0,20.0,12.0,0.8271567632577683,22.51805555555556,0.0,4
139,2014-07-03,9.9,19.0,15.0,1.0528341453498855,23.553472222222226,0.0,1
140,2014-07-04,11.4,29.0,20.0,0.6989464881309156,20.622222222222224,0.2,1
141,2014-07-05,10.4,31.0,23.0,1.5987847851869337,22.82777777777778,0.0,4
142,2014-07-06,11.1,30.0,24.0,0.1821518681845881,25.41736111111112,0.0,1
143,2014-07-07,10.1,23.0,17.0,0.3988194271153903,24.93680555555556,1.2000000000000002,4
144,2014-07-09,7.1000000000000005,11.0,7.0,0.4618063587892926,19.38055555555556,3.6000000000000005,4
145,2014-07-10,8.200000000000001,9.0,6.0,0.5300522535245695,20.05625,0.0,1
146,2014-07-11,10.8,18.0,13.0,0.9260473298169364,22.460416666666667,0.0,1
147,2014-07-12,13.3,32.0,25.0,0.5244258516716489,21.038194444444446,17.6,1
148,2014-07-13,11.0,22.0,20.0,0.3945377325266828,21.61041666666667,0.0,1
149,2014-07-14,10.3,17.0,10.0,0.971704315870176,22.100694444444446,0.0,1
150,2014-07-15,12.0,23.0,17.0,0.6564563869685895,24.253846153846155,0.0,1
151,2014-07-16,14.2,25.0,16.0,0.3909828929275495,26.125,0.0,1
152,2014-07-17,13.8,29.0,18.0,0.5336803615488873,27.090972222222224,0.0,1
153,2014-07-18,13.0,28.0,15.0,1.0555318896948738,26.87361111111112,0.0,1
154,2014-07-19,14.9,32.0,24.0,0.7847036905123056,27.89236111111111,0.0,1
155,2014-07-20,22.4,52.0,37.0,0.382362914501174,25.652083333333334,0.0,1
156,2014-07-21,15.8,16.0,13.0,0.1384493240768377,20.775,3.600000000000001,4
157,2014-07-22,11.1,26.0,20.0,0.3015734325609938,22.94027777777778,0.2,4
158,2014-07-23,15.6,25.0,19.0,0.6849418518893801,24.780555555555555,0.0,1
159,2014-07-24,10.5,21.0,14.0,0.3901166869346095,20.23888888888889,10.99999999999999,4
160,2014-07-25,11.5,30.0,17.0,0.5143525170350303,23.340972222222224,0.2,1
161,2014-07-26,10.7,15.0,9.0,0.7612466130965904,20.160416666666663,38.20000000000001,1
162,2014-07-27,8.3,13.0,9.0,0.6437749162464619,22.73611111111111,0.6000000000000001,4
163,2014-07-28,12.2,21.0,14.0,0.7354352034910387,24.645833333333336,0.0,2
164,2014-07-29,9.6,21.0,15.0,0.948495245195707,20.6125,5.400000000000003,1
165,2014-07-30,8.1,20.0,12.0,1.2038289760852223,18.984722222222224,4.000000000000001,4
166,2014-07-31,8.200000000000001,26.0,18.0,0.355287729593041,23.99513888888889,0.0,2
167,2014-08-01,9.5,28.0,24.0,1.015101090740817,25.097916666666663,0.0,1
168,2014-08-02,11.8,28.0,19.0,0.5291565946911952,24.75902777777777,0.0,1
169,2014-08-03,10.4,21.0,15.0,0.8033019206305854,23.14652777777778,0.0,4
170,2014-08-04,9.2,22.0,15.0,0.821936231028758,24.245833333333337,16.400000000000002,4
171,2014-08-05,8.700000000000001,14.0,8.0,0.5954310160596572,23.44652777777777,0.0,1
172,2014-08-06,14.7,18.0,13.0,0.4518627518864051,24.477083333333333,0.0,1
173,2014-08-07,21.4,24.0,16.0,1.0215265794668316,24.888194444444448,0.0,1
174,2014-08-08,18.6,25.0,18.0,1.016973589454682,25.484722222222224,0.0,1
175,2014-08-09,17.1,34.0,23.0,0.5309803372760638,24.86783216783217,0.0,4
176,2014-08-10,21.0,29.0,20.0,0.6106646750788336,25.76527777777778,0.0,1
177,2014-08-11,17.7,30.0,17.0,0.5645626516008212,26.16736111111112,0.0,4
178,2014-08-12,16.5,23.0,16.0,0.3007657131362296,26.67777777777778,0.0,1
179,2014-08-13,12.6,23.0,10.0,0.7257269362265217,21.784722222222225,8.799999999999997,1
180,2014-08-14,11.8,14.0,8.0,0.4983416575651953,22.75763888888889,0.0,4
181,2014-08-15,10.0,9.0,3.0,1.4130158565452462,21.365972222222226,0.0,1
182,2014-08-16,10.1,5.0,3.0,0.5311501450542717,19.32430555555556,2.0,1
183,2014-08-17,9.9,8.0,2.0,0.5809281535575339,20.585416666666667,0.0,1
184,2014-08-18,13.4,16.0,12.0,0.274809525973626,21.994444444444444,0.0,1
185,2014-08-19,10.2,17.0,11.0,1.0694267661303254,18.52916666666667,10.0,1
186,2014-08-20,11.9,25.0,18.0,1.1324254286820474,21.04027777777777,2.6,1
187,2014-08-21,12.1,18.0,,0.983332576400572,21.135416666666668,0.0,1
188,2014-08-22,12.5,,,0.5913105461079882,21.719444444444445,0.0,1
