,Date,Ammonia,PM10,PM25,Wind_speed,Temperature,Rainfall,Quadrante
0,2014-01-01,14.1,56.0,56.0,1.5082131869891886,4.766666666666667,0.2,3
1,2014-01-02,19.4,56.0,55.0,0.3909407176432399,5.479166666666667,2.0,4
2,2014-01-03,10.2,43.0,39.0,2.104679965836531,5.766666666666667,1.4,3
3,2014-01-04,8.6,37.0,33.0,0.949083498479754,6.95,5.800000000000001,2
4,2014-01-05,7.7,18.0,16.0,1.1301282666384591,7.541666666666667,14.2,3
5,2014-01-06,13.6,26.0,25.0,1.7482168786162071,9.4625,0.0,4
6,2014-01-07,14.4,53.0,52.0,1.0407412102914664,7.970833333333334,0.2,3
7,2014-01-08,25.700000000000003,,53.0,1.1989453402645889,9.558333333333334,0.0,3
8,2014-01-09,17.900000000000002,,,0.2361865787541625,8.666666666666668,0.0,1
9,2014-01-10,14.1,40.0,38.0,0.7300526862950865,8.316666666666666,0.0,2
10,2014-01-11,15.0,81.0,57.0,0.3310214099661501,10.158333333333331,0.0,4
11,2014-01-12,14.8,64.0,57.0,0.3975180780648975,8.466666666666667,0.0,1
12,2014-01-13,12.1,63.0,50.0,0.624796059511893,8.291666666666668,0.0,1
13,2014-01-14,7.4,28.0,28.0,1.1586548901677358,7.612500000000001,2.8000000000000003,1
14,2014-01-15,9.0,32.0,30.0,2.261346621569893,5.95,0.0,4
15,2014-01-17,,29.0,24.0,0.9297010149524896,7.295833333333333,1.0,1
16,2014-01-18,6.4,25.0,22.0,0.8364590264185097,6.545833333333333,24.8,3
17,2014-01-19,8.700000000000001,27.0,18.0,0.7353768567734676,8.658333333333333,17.0,3
18,2014-01-20,10.2,32.0,22.0,1.3599551359501971,9.0375,0.8,3
19,2014-01-21,12.7,37.0,33.0,2.50368175107892,9.816666666666668,0.0,4
20,2014-01-22,28.4,42.0,38.0,0.2782771787359805,9.033333333333331,0.2,4
21,2014-01-23,28.3,38.0,32.0,0.6332625660117915,10.304166666666667,3.2,3
22,2014-01-24,24.4,20.0,17.0,0.3188829557761318,8.441666666666666,1.8,2
23,2014-01-25,14.9,,24.0,0.2063071240479418,6.054166666666667,0.2,4
24,2014-01-26,12.9,44.0,38.0,0.5138621331193604,5.670833333333333,0.0,1
25,2014-01-27,9.0,35.0,,2.284498805147893,6.4125000000000005,0.8,1
26,2014-01-28,7.800000000000001,15.0,,1.487703745379418,5.379166666666667,11.600000000000003,4
27,2014-01-29,8.4,34.0,33.0,1.7022038315135828,3.654166666666667,0.8,1
28,2014-01-30,7.0,20.0,19.0,4.003065384624098,5.300000000000001,12.2,1
29,2014-01-31,4.9,28.0,25.0,1.95273331612362,5.65,11.6,3
30,2014-02-01,5.5,32.0,24.0,1.163990748316881,7.016666666666667,9.600000000000003,3
31,2014-02-02,7.800000000000001,22.0,14.0,0.6216499428211157,8.929166666666667,12.599999999999998,4
32,2014-02-03,6.0,13.0,15.0,5.366830645201548,8.395833333333334,7.0,1
33,2014-02-04,6.0,23.0,19.0,2.4867672986482314,7.620833333333334,8.4,1
34,2014-02-05,6.6000000000000005,29.0,23.0,2.547369246773396,8.15,1.4,2
35,2014-02-06,5.800000000000001,20.0,17.0,1.3603254424906837,9.529166666666669,6.199999999999999,4
36,2014-02-07,9.0,36.0,34.0,2.1793169910726946,8.200000000000001,4.4,1
37,2014-02-08,7.0,30.0,,1.29726435585928,8.604166666666668,0.8,4
38,2014-02-09,6.800000000000001,24.0,26.0,1.9912484626240723,8.695833333333335,10.6,4
39,2014-02-10,6.2,18.0,14.0,4.402730189166942,6.754166666666667,8.6,1
40,2014-02-11,8.3,34.0,28.0,1.7951267633780474,8.254166666666666,0.0,3
41,2014-02-12,10.1,41.0,37.0,2.6526430493254245,9.970833333333331,0.0,4
42,2014-02-13,,,,1.513583640798698,7.158333333333334,0.8,1
43,2014-02-14,,32.0,29.0,1.4888963660242174,9.433333333333334,0.0,4
44,2014-02-15,15.3,37.0,32.0,0.6075410650530404,9.408333333333331,0.0,4
45,2014-02-16,21.700000000000003,56.0,49.0,0.9107532959447512,10.683333333333334,0.0,3
46,2014-02-17,15.4,51.0,35.0,1.1283562661090187,11.670833333333334,1.2000000000000002,4
47,2014-02-18,24.6,38.0,32.0,0.4717602271068659,10.0125,0.0,4
48,2014-02-19,22.8,34.0,31.0,0.3636268837199785,10.975,0.8,4
49,2014-02-20,9.5,13.0,14.0,0.9969660397670872,10.275,0.6000000000000001,1
50,2014-02-21,11.6,37.0,32.0,2.0017623122686463,11.437500000000002,10.2,3
51,2014-02-22,8.6,10.0,12.0,0.8170461126943318,9.654166666666669,7.200000000000001,2
52,2014-02-23,11.1,15.0,19.0,0.092295805683715,9.908333333333337,0.2,1
53,2014-02-24,31.8,35.0,25.0,0.5280684948006561,10.275,0.0,3
54,2014-02-25,32.4,40.0,40.0,0.4190001066627494,10.241666666666667,0.0,3
55,2014-02-26,17.5,48.0,37.0,2.2253488321841983,9.745833333333334,0.8,1
56,2014-02-27,11.8,33.0,30.0,0.8618801564684656,10.3875,1.2,4
57,2014-02-28,13.3,31.0,23.0,0.9382088674494526,10.115789473684211,0.0,1
58,2014-03-03,8.8,28.0,26.0,3.5677277142953927,11.890909090909092,0.0,2
59,2014-03-04,7.1000000000000005,,24.0,3.222805730842518,10.729166666666668,0.4,1
60,2014-03-05,12.8,,,0.7194485002865711,12.3625,0.0,4
61,2014-03-06,19.3,39.0,27.0,0.4868026530416101,13.604166666666668,0.0,4
62,2014-03-07,34.300000000000004,42.0,33.0,0.3286685789149456,13.416666666666668,0.0,4
