,IDStation,NameStation,Date,Ammonia,CO,NO2,NOx,Ozone,PM10,PM25,Sulfur_dioxide,Wind_speed,Temperature,Relative_humidity,Global_radiation,Rainfall,Quadrante
17,677,Cremona Via Fatebenefratelli,2014-03-01,5.2,0.2125,16.258333333333333,18.554166666666667,68.56666666666666,11.0,9.0,1.425,3.7324255004488425,7.466666666666667,87.125,21.47083333333333,15.6,1
18,677,Cremona Via Fatebenefratelli,2014-03-02,4.0,0.2791666666666667,26.520833333333336,34.43333333333334,47.825,16.0,11.0,1.4208333333333334,0.9471038952062418,7.308333333333334,92.39166666666668,44.5,8.800000000000002,4
19,677,Cremona Via Fatebenefratelli,2014-03-03,5.4,0.4260869565217391,40.8,92.50869565217393,32.46521739130435,31.0,25.0,0.7173913043478262,1.2165186860798531,8.375,81.54583333333333,105.16666666666669,0.8,2
20,677,Cremona Via Fatebenefratelli,2014-03-04,4.800000000000001,0.3291666666666667,32.130434782608695,44.53478260869566,42.575,,,0.8833333333333334,1.9520088833297555,9.404166666666669,71.95,57.47500000000001,0.0,1
21,677,Cremona Via Fatebenefratelli,2014-03-05,5.6000000000000005,0.45,44.94583333333334,87.16250000000001,27.270833333333336,,,1.375,0.7344024054399872,10.266666666666667,69.35833333333333,145.32083333333335,0.0,4
22,677,Cremona Via Fatebenefratelli,2014-03-06,7.0,0.4958333333333333,54.5125,122.65416666666668,23.15416666666667,53.0,38.0,1.3916666666666668,0.6886253581080339,11.675,57.21666666666667,150.95416666666668,0.0,4
23,677,Cremona Via Fatebenefratelli,2014-03-07,7.800000000000001,0.5625,56.208333333333336,158.10833333333335,23.966666666666665,49.0,34.0,1.1125,0.3751253792849429,10.591666666666669,62.34166666666667,163.4,0.0,2
24,677,Cremona Via Fatebenefratelli,2014-03-08,14.5,0.4791666666666667,49.99583333333334,106.6125,28.433333333333334,53.0,41.0,0.9166666666666669,0.8324799659229617,10.016666666666667,68.92083333333333,164.3916666666667,0.0,1
25,677,Cremona Via Fatebenefratelli,2014-03-09,10.4,0.4833333333333333,47.35416666666667,81.95,34.625,59.0,45.0,0.9333333333333336,0.3541573154334405,9.845833333333331,66.11666666666667,167.24583333333334,0.0,1
26,677,Cremona Via Fatebenefratelli,2014-03-10,8.200000000000001,0.4375,53.14166666666667,102.98333333333332,28.887500000000003,56.0,37.0,0.9583333333333334,0.8722729359468242,9.404166666666669,64.19166666666668,161.15833333333336,0.0,1
