IDStation,NameStation,Date,Wind_speed,Wind_direction,Temperature,Relative_humidity,Global_radiation,Rainfall
671,Mantova Tridolino,2020-01-01,0.28328800641436347,16,2.3416666666666663,92.09375,76.2201388888889,0.2
671,Mantova Tridolino,2020-01-02,1.6958530607408995,262,1.9756944444444444,98.37361111111112,80.17499999999995,0.2
671,Mantova Tridolino,2020-01-03,1.1277338467155025,291,3.5638888888888896,95.7,69.51041666666669,0
671,Mantova Tridolino,2020-01-04,2.3169607888128962,269,5.272222222222222,89.34305555555555,88.8659722222222,0.2
671,Mantova Tridolino,2020-01-05,0.6317560592009868,82,5.111805555555557,91.35625,94.5583333333333,0
671,Mantova Tridolino,2020-01-06,0.7013753276115852,94,3.370138888888889,90.19097222222223,92.54652777777775,0
671,Mantova Tridolino,2020-01-07,1.0805343746412852,293,-0.44722222222222263,99.60000000000001,21.611805555555563,0.4
671,Mantova Tridolino,2020-01-08,2.234039445127903,277,-0.22499999999999984,99.60000000000001,31.40208333333333,0.2
671,Mantova Tridolino,2020-01-09,1.264768426280641,279,-0.0013888888888890073,99.5826388888889,75.30763888888887,0.4
671,Mantova Tridolino,2020-01-10,0.18367934728003157,69,1.7229166666666664,97.76736111111111,68.9104166666667,0.2
671,Mantova Tridolino,2020-01-11,1.3982007706379986,285,3.611805555555557,96.64583333333334,86.44097222222223,0
671,Mantova Tridolino,2020-01-12,0.3149704728206149,250,4.261805555555556,93.60277777777779,98.18472222222219,0.2
671,Mantova Tridolino,2020-01-13,0.48885559626012753,203,-1.0576388888888892,99.59444444444445,61.845138888888904,0.4
671,Mantova Tridolino,2020-01-14,0.23858122458476524,229,1.4666666666666663,99.56458333333335,34.367361111111094,0.2
671,Mantova Tridolino,2020-01-15,0.7717325345397583,309,4.697222222222223,99.51319444444445,28.7173611111111,0
671,Mantova Tridolino,2020-01-16,0.6078330286853214,302,5.554166666666667,95.86805555555556,75.70902777777776,0
671,Mantova Tridolino,2020-01-17,1.9884242711885218,271,5.428472222222222,92.55347222222223,98.05486111111107,0.2
671,Mantova Tridolino,2020-01-18,1.4289774028213427,329,6.3493055555555555,99.43680555555555,17.55833333333334,11.399999999999997
671,Mantova Tridolino,2020-01-19,1.2730706829614649,349,6.177777777777778,96.55694444444445,19.95069444444444,0.2
671,Mantova Tridolino,2020-01-20,2.0189570324302273,51,5.334027777777779,62.63125,106.6472222222222,0
671,Mantova Tridolino,2020-01-21,1.5312613805900617,282,4.009722222222223,75.13333333333334,87.15416666666665,0
671,Mantova Tridolino,2020-01-22,2.111417223784869,269,3.389583333333334,86.85625,90.71458333333331,0
671,Mantova Tridolino,2020-01-23,0.589575226189027,34,3.3048611111111117,85.74444444444445,108.0381944444445,0.2
671,Mantova Tridolino,2020-01-24,0.3270936980932987,249,3.5027777777777787,93.15486111111112,77.52777777777776,0
671,Mantova Tridolino,2020-01-25,1.4885162882818121,274,5.278472222222223,99.43194444444444,19.314583333333342,2.6
671,Mantova Tridolino,2020-01-26,1.4343317507955453,268,6.623611111111112,97.24444444444444,55.53333333333335,0
671,Mantova Tridolino,2020-01-27,0.5182099989538272,242,5.293055555555556,96.89583333333334,82.68611111111107,0.2
671,Mantova Tridolino,2020-01-28,1.2028356995553418,334,7.0055555555555555,99.44791666666667,49.00000000000001,0
671,Mantova Tridolino,2020-01-29,2.742306286056665,276,7.1625000000000005,79.5736111111111,122.07708333333328,0.2
671,Mantova Tridolino,2020-01-30,0.5487759694905969,72,4.850694444444445,93.41458333333334,69.84305555555555,0
671,Mantova Tridolino,2020-01-31,0.15534795832166326,300,6.436805555555556,93.21805555555555,66.53194444444445,0
671,Mantova Tridolino,2020-02-01,0.44219812096018946,358,8.120138888888889,98.21527777777779,28.21319444444445,0
671,Mantova Tridolino,2020-02-02,0.9664055820493523,247,6.010416666666667,99.54583333333333,42.06111111111111,0
671,Mantova Tridolino,2020-02-03,0.7009507532156646,118,6.146527777777778,99.56458333333335,44.508333333333326,0
671,Mantova Tridolino,2020-02-04,3.4382153141579037,299,8.291608391608392,67.83986013986014,99.23426573426578,0.2
671,Mantova Tridolino,2020-02-05,2.8728248702506796,334,9.03125,31.060416666666672,145.52569444444444,0
671,Mantova Tridolino,2020-02-06,0.6697896945461219,229,6.184722222222222,40.708333333333336,144.06250000000006,0
671,Mantova Tridolino,2020-02-07,0.7964685947769635,323,5.277083333333334,57.94583333333333,140.57986111111106,0
671,Mantova Tridolino,2020-02-08,0.48946248281171406,322,5.368055555555555,66.82708333333333,129.26874999999995,0
671,Mantova Tridolino,2020-02-09,0.33289907006774505,308,5.8999999999999995,74.1875,122.71666666666667,0
671,Mantova Tridolino,2020-02-10,1.443057161600431,267,7.398611111111112,95.61180555555556,71.63472222222222,0
671,Mantova Tridolino,2020-02-11,3.4828682303062335,266,10.749305555555559,61.220833333333324,149.62291666666658,0.2
671,Mantova Tridolino,2020-02-12,2.828606444902865,279,9.544444444444444,38.88472222222223,161.98958333333337,0
671,Mantova Tridolino,2020-02-13,0.9857083181111446,90,6.564583333333333,78.36041666666667,132.8430555555556,0.6000000000000001
671,Mantova Tridolino,2020-02-14,2.3229930737962,279,8.698611111111111,83.27152777777779,159.86805555555554,1.7999999999999998
671,Mantova Tridolino,2020-02-15,0.7199543503925876,75,8.142361111111112,82.55694444444444,142.3423611111111,0
671,Mantova Tridolino,2020-02-16,0.23959567968730286,133,7.906250000000001,91.40416666666667,130.07638888888894,0
671,Mantova Tridolino,2020-02-17,0.2959922321106626,41,9.819444444444445,92.2388888888889,50.11805555555553,0
