IDStation,NameStation,Date,Wind_speed,Wind_direction,Temperature,Relative_humidity,Global_radiation,Rainfall
671,Mantova Tridolino,2016-01-01,0.5652302369879442,268,1.871527777777778,NA,72.24583333333331,0
671,Mantova Tridolino,2016-01-02,0.5172049046658209,16,0.9986111111111109,NA,11.572916666666663,7.800000000000003
671,Mantova Tridolino,2016-01-03,1.9493144796363453,291,2.116666666666667,NA,32.250694444444456,9.399999999999999
671,Mantova Tridolino,2016-01-04,1.0618487213785766,284,1.8638888888888887,NA,14.647222222222217,3.600000000000001
671,Mantova Tridolino,2016-01-05,0.33022608833682515,218,2.7173611111111113,NA,14.057638888888889,3.8000000000000007
671,Mantova Tridolino,2016-01-06,2.5386907958124616,272,4.404861111111112,NA,40.26597222222222,0.6000000000000001
671,Mantova Tridolino,2016-01-07,0.5665835122609872,322,2.8062500000000004,NA,45.465972222222206,0
671,Mantova Tridolino,2016-01-08,0.5106334090903436,291,3.5923611111111113,NA,26.340972222222213,0
671,Mantova Tridolino,2016-01-09,1.0893353561733405,263,5.404166666666667,NA,7.793750000000004,6.000000000000002
671,Mantova Tridolino,2016-01-10,0.2315776104473479,210,5.916666666666667,NA,23.80694444444445,0
671,Mantova Tridolino,2016-01-11,0.26134513105459606,90,8.186805555555555,NA,17.15416666666666,0
671,Mantova Tridolino,2016-01-12,3.28072891793246,253,8.521527777777779,NA,93.8541666666667,0
671,Mantova Tridolino,2016-01-13,4.4479091685573735,276,7.815972222222223,NA,98.1916666666667,0
671,Mantova Tridolino,2016-01-14,0.45232997873529435,2,3.2566433566433566,NA,14.557342657342659,5.000000000000001
671,Mantova Tridolino,2016-01-15,2.7574532030184793,287,4.4,NA,91.59305555555557,0
671,Mantova Tridolino,2016-01-16,1.2947021675347776,280,4.465277777777779,NA,98.45416666666665,0
671,Mantova Tridolino,2016-01-17,1.270816256037383,294,3.234722222222222,NA,99.6597222222222,0
671,Mantova Tridolino,2016-01-18,0.4063605414011686,243,2.0208333333333335,NA,101.41597222222224,0
671,Mantova Tridolino,2016-01-19,0.5879802258713269,53,0.20555555555555555,NA,99.89374999999995,0
671,Mantova Tridolino,2016-01-20,0.33641970205350114,249,0.27569444444444396,NA,65.13819444444445,0
671,Mantova Tridolino,2016-01-21,0.6519412867833428,69,1.2902777777777779,NA,72.34722222222226,0
671,Mantova Tridolino,2016-01-22,0.9167279039413645,281,2.056115107913669,NA,49.77553956834534,0
671,Mantova Tridolino,2016-01-23,0.9870286942414338,235,2.3638888888888894,NA,78.42986111111107,0
671,Mantova Tridolino,2016-01-24,0.3092160855331667,299,1.6187500000000001,NA,82.9493055555556,0
671,Mantova Tridolino,2016-01-25,0.33104491444343964,259,3.455555555555556,NA,89.50972222222225,0
671,Mantova Tridolino,2016-01-26,0.19467982284511007,27,4.915972222222223,NA,85.59097222222219,0
671,Mantova Tridolino,2016-01-27,0.6946544394435753,62,5.222916666666666,NA,68.44513888888892,0
671,Mantova Tridolino,2016-01-28,0.2557586398963605,53,8.089583333333334,NA,24.443749999999998,0
671,Mantova Tridolino,2016-01-29,0.048746294199084717,66,9.922222222222222,41.289361702127664,81.46249999999998,0
671,Mantova Tridolino,2016-01-30,0.34949915475111404,74,8.18888888888889,51.65069444444445,19.873611111111103,0
671,Mantova Tridolino,2016-01-31,0.4906950029257152,235,6.805555555555555,66.53333333333333,33.520138888888894,0
671,Mantova Tridolino,2016-02-01,0.290968060878215,165,7.664583333333334,67.4,29.42291666666668,0.2
671,Mantova Tridolino,2016-02-02,0.5299593998945475,201,8.202083333333334,NA,18.42847222222222,0
671,Mantova Tridolino,2016-02-03,0.6774543344300297,133,8.345833333333333,NA,15.343749999999996,2.1999999999999997
671,Mantova Tridolino,2016-02-04,0.6431343877545015,230,7.185416666666667,NA,127.37777777777781,0.2
671,Mantova Tridolino,2016-02-05,1.5132640029620157,68,6.1722222222222225,NA,125.34166666666674,0
671,Mantova Tridolino,2016-02-06,0.6940022589288526,303,6.875000000000001,NA,110.72708333333335,0.2
671,Mantova Tridolino,2016-02-07,4.579633055837967,67,8.034027777777778,NA,21.190277777777784,0.2
671,Mantova Tridolino,2016-02-08,1.5441020766468145,263,8.013194444444444,NA,40.9388888888889,0.4
671,Mantova Tridolino,2016-02-09,2.138702667927905,92,7.9750000000000005,NA,42.99930555555555,5.200000000000003
671,Mantova Tridolino,2016-02-10,5.079927527006021,267,8.908391608391609,NA,126.11328671328671,0.4
671,Mantova Tridolino,2016-02-11,0.6142215325998908,295,5.720714285714286,51.56571428571429,145.53642857142862,0
671,Mantova Tridolino,2016-02-12,1.450118977904313,76,5.785416666666666,79.45347222222223,82.30138888888887,11.6
671,Mantova Tridolino,2016-02-13,1.9880700717268835,278,4.916666666666667,84.84652777777778,96.21249999999996,0
671,Mantova Tridolino,2016-02-14,0.7038137298121485,306,5.396527777777778,93.04305555555557,17.435416666666658,5.400000000000002
671,Mantova Tridolino,2016-02-15,0.5337575266695536,275,6.413194444444445,95.09652777777778,56.217361111111096,11.999999999999993
671,Mantova Tridolino,2016-02-16,3.3549938276670823,63,8.366666666666667,82.27291666666667,23.80555555555556,10.6
671,Mantova Tridolino,2016-02-17,1.0225324510318394,359,6.694444444444445,91.24305555555556,48.8013888888889,10.999999999999995
671,Mantova Tridolino,2016-02-18,3.5783204016808647,262,7.795833333333333,85.10555555555555,148.21180555555557,0
671,Mantova Tridolino,2016-02-19,1.8536861290725426,273,8.472222222222223,73.89583333333334,152.2215277777778,0
