Date,IDStation,NameStation,Ammonia,Arsenic,Benzene,Benzo_a_pyrene,BlackCarbon,Cadmium,CO,Lead,Nikel,NO,NO2,NOx,Ozone,PM10,PM2.5,Sulfur_dioxide,IDStation,reg_Y_nn1_ID,Date,IDStation,NameStation,Wind_speed,Wind_direction,Temperature,Relative_humidity,Global_radiation,Water_height,Wind_speed_max,Wind_direction_max,Rainfall
2018-01-04T00:00:00Z,677,Cremona Via Fatebenefratelli,3.8,NA,NA,NA,NA,NA,0.5291666666666667,NA,NA,NA,53.795833333333334,113.5125,6.008333333333334,45,33,2.6416666666666666,677,677,2018-01-04T00:00:00Z,677,Cremona Via Fatebenefratelli,0.297648693957976,7,5.20625,77.16180555555556,67.62777777777778,NA,2.1666666666666665,NA,0
2018-01-04T00:00:00Z,705,Milano Pascal Citta Studi,NA,NA,2.1,NA,3.9,NA,NA,NA,NA,NA,50.99583333333334,109.42083333333333,10.554166666666667,31,22,3.8875,705,502,2018-01-04T00:00:00Z,502,Milano Via Juvara,0.1999286063118818,221,8.6125,65.42152777777778,72.68125,NA,2.6847222222222222,195,0
2018-01-04T00:00:00Z,681,Moggio,1.4,NA,NA,NA,NA,NA,NA,NA,NA,0.008333333333333333,1.6666666666666667,2.0083333333333333,86.09583333333333,6,3,NA,681,111,2018-01-04T00:00:00Z,111,Cassina Valsassina Moggio,0.21144962991597688,21,3.08125,74.98611111111111,70.14583333333333,NA,1.9861111111111112,172,0
2018-01-04T00:00:00Z,642,Pavia Via Folperti,2.9,NA,1.3,NA,NA,NA,NA,NA,NA,NA,60.4375,126.76666666666667,7.958333333333333,38,27,7.695833333333334,642,642,2018-01-04T00:00:00Z,642,Pavia Via Folperti,NA,NA,5.235416666666667,70.00972222222222,71.03263888888888,NA,NA,NA,0
2018-01-04T00:00:00Z,703,Schivenoglia,17.1,NA,0.9,NA,NA,NA,1.175,NA,NA,NA,40.0125,63.90416666666667,8.433333333333334,44,37,6.183333333333334,703,816,2018-01-04T00:00:00Z,816,Sermide E Felonica Sp ,NA,NA,4.51875,NA,NA,109.65277777777777,NA,NA,0
2018-01-05T00:00:00Z,677,Cremona Via Fatebenefratelli,7.5,NA,NA,NA,NA,NA,0.6749999999999999,NA,NA,NA,47.733333333333334,146.56666666666666,0.9875,47,44,1.0625,677,677,2018-01-05T00:00:00Z,677,Cremona Via Fatebenefratelli,0.15027657805262307,359,4.120833333333334,90.48958333333333,16.597916666666666,NA,1.2236111111111112,NA,0
2018-01-05T00:00:00Z,705,Milano Pascal Citta Studi,NA,NA,3,NA,5.4,NA,NA,NA,NA,NA,47.63333333333333,113.4375,3.15,56,44,2.1458333333333335,705,502,2018-01-05T00:00:00Z,502,Milano Via Juvara,0.8521691018588576,64,6.456944444444445,80.72083333333333,15.195833333333333,NA,2.3555555555555556,100,1
2018-01-05T00:00:00Z,681,Moggio,1.7,NA,NA,NA,NA,NA,NA,NA,NA,0.125,2.8249999999999997,3.966666666666667,63.1875,7,8,NA,681,111,2018-01-05T00:00:00Z,111,Cassina Valsassina Moggio,0.11695271198398155,87,3.6534722222222222,85.44444444444444,44.65972222222222,NA,1.86875,155,0
2018-01-05T00:00:00Z,642,Pavia Via Folperti,6.8,NA,1.5,NA,NA,NA,NA,NA,NA,NA,47.108333333333334,119.13333333333334,0.95,62,48,7.7375,642,642,2018-01-05T00:00:00Z,642,Pavia Via Folperti,NA,NA,5.165972222222222,89.24097222222223,12.994444444444445,NA,NA,NA,0.6000000000000001
2018-01-05T00:00:00Z,703,Schivenoglia,20.5,NA,1,NA,NA,NA,1.2083333333333333,NA,NA,NA,29.704166666666666,56.55,7.791304347826087,40,39,5.570833333333334,703,816,2018-01-05T00:00:00Z,816,Sermide E Felonica Sp ,NA,NA,4.6930555555555555,NA,NA,95.40972222222223,NA,NA,0
2018-01-06T00:00:00Z,677,Cremona Via Fatebenefratelli,9.3,NA,NA,NA,NA,NA,0.7083333333333334,NA,NA,NA,42.7875,131.20416666666668,0.9125,48,44,2.275,677,677,2018-01-06T00:00:00Z,677,Cremona Via Fatebenefratelli,0.7461419180647502,294,6.281944444444444,93.65,24.11875,NA,1.65,NA,1.4000000000000001
2018-01-06T00:00:00Z,705,Milano Pascal Citta Studi,NA,NA,3.2,NA,5,NA,NA,NA,NA,NA,44.87916666666667,97.79166666666667,2.825,46,39,1.8083333333333333,705,502,2018-01-06T00:00:00Z,502,Milano Via Juvara,0.4474371862565315,146,7.299305555555556,92.90902777777778,15.33611111111111,NA,1.6298611111111112,143,6.2
2018-01-06T00:00:00Z,681,Moggio,1.9,NA,NA,NA,NA,NA,NA,NA,NA,0,1.85,1.325,67.12083333333334,6,7,NA,681,111,2018-01-06T00:00:00Z,111,Cassina Valsassina Moggio,1.281679846780456,130,4.139583333333333,92.75,22.6875,NA,3.2666666666666666,137,9.8
2018-01-06T00:00:00Z,642,Pavia Via Folperti,3.6,NA,1.7,NA,NA,NA,NA,NA,NA,NA,45.90833333333333,122.68333333333334,0.6583333333333333,38,34,8.070833333333333,642,642,2018-01-06T00:00:00Z,642,Pavia Via Folperti,NA,NA,6.120138888888889,93.16111111111111,14.054166666666667,NA,NA,NA,4.800000000000001
2018-01-06T00:00:00Z,703,Schivenoglia,28.5,NA,1.9,NA,NA,NA,1.4541666666666666,NA,NA,NA,30.420833333333334,72.3375,6.641666666666667,86,82,6.070833333333334,703,816,2018-01-06T00:00:00Z,816,Sermide E Felonica Sp ,NA,NA,7.259027777777778,NA,NA,87.75694444444444,NA,NA,0
2018-01-07T00:00:00Z,677,Cremona Via Fatebenefratelli,5.7,NA,NA,NA,NA,NA,0.6,NA,NA,NA,38.525,77.05833333333334,1.775,35,30,1.9375,677,677,2018-01-07T00:00:00Z,677,Cremona Via Fatebenefratelli,0.4126966730640289,116,7.216666666666667,97.0375,7.876388888888889,NA,1.851388888888889,NA,0.2
2018-01-07T00:00:00Z,705,Milano Pascal Citta Studi,NA,NA,3,NA,4.7,NA,NA,NA,NA,NA,34.670833333333334,87.65,2.9625,47,35,1.65,705,502,2018-01-07T00:00:00Z,502,Milano Via Juvara,1.1620578088536007,90,8.54375,94.41666666666667,12.284722222222221,NA,2.9756944444444446,104,0
2018-01-07T00:00:00Z,681,Moggio,1.9,NA,NA,NA,NA,NA,NA,NA,NA,0,1.4833333333333334,1.5416666666666667,69.67916666666666,10,8,NA,681,111,2018-01-07T00:00:00Z,111,Cassina Valsassina Moggio,2.0509578311718664,215,5.298611111111111,85.63888888888889,12.527777777777779,NA,3.964583333333333,201,1.2000000000000002
2018-01-07T00:00:00Z,642,Pavia Via Folperti,3.3,NA,1.7,NA,NA,NA,NA,NA,NA,NA,38.166666666666664,78.65,1.675,37,29,6.720833333333333,642,642,2018-01-07T00:00:00Z,642,Pavia Via Folperti,NA,NA,7.410416666666666,95.54791666666667,11.539583333333333,NA,NA,NA,1.4000000000000001
2018-01-07T00:00:00Z,703,Schivenoglia,21.8,NA,1,NA,NA,NA,1.325,NA,NA,NA,22.008333333333333,45.725,8.779166666666667,43,33,5.245833333333334,703,816,2018-01-07T00:00:00Z,816,Sermide E Felonica Sp ,NA,NA,8.833333333333334,NA,NA,81.9375,NA,NA,0.2
2018-01-08T00:00:00Z,677,Cremona Via Fatebenefratelli,6.2,NA,NA,NA,NA,NA,0.3875,NA,NA,NA,33.90416666666667,56.88333333333333,8.595833333333333,37,19,0.525,677,677,2018-01-08T00:00:00Z,677,Cremona Via Fatebenefratelli,1.3839936502887893,75,9.613888888888889,98.60069444444444,9.327083333333333,NA,3.04375,NA,1.6
2018-01-08T00:00:00Z,705,Milano Pascal Citta Studi,NA,NA,1.4,NA,2.1,NA,NA,NA,NA,NA,26.120833333333334,49.425,16.995833333333334,29,16,1.7,705,502,2018-01-08T00:00:00Z,502,Milano Via Juvara,2.2038764058166143,102,10.638194444444444,90.23194444444444,19.649305555555557,NA,5.55,102,1
2018-01-08T00:00:00Z,681,Moggio,1.7,NA,NA,NA,NA,NA,NA,NA,NA,0,1.975,2.0416666666666665,73.89583333333333,11,7,NA,681,111,2018-01-08T00:00:00Z,111,Cassina Valsassina Moggio,2.4836010307724607,217,6.2965277777777775,67.70138888888889,27.75,NA,4.460416666666666,212,0
2018-01-08T00:00:00Z,642,Pavia Via Folperti,4.8,NA,0.7,NA,NA,NA,NA,NA,NA,NA,24.691666666666666,32.15833333333333,18.520833333333332,28,20,5.608333333333333,642,642,2018-01-08T00:00:00Z,642,Pavia Via Folperti,NA,NA,10.01875,94.97361111111111,12.065972222222221,NA,NA,NA,0.4
2018-01-08T00:00:00Z,703,Schivenoglia,NA,NA,0.3,NA,NA,NA,1.05,NA,NA,NA,13.445833333333333,14.041666666666666,30.820833333333333,31,17,3.4130434782608696,703,816,2018-01-08T00:00:00Z,816,Sermide E Felonica Sp ,NA,NA,12.208333333333334,NA,NA,83.49305555555556,NA,NA,0
2018-01-09T00:00:00Z,677,Cremona Via Fatebenefratelli,4.2,NA,NA,NA,NA,NA,0.25833333333333336,NA,NA,NA,26.245833333333334,37.766666666666666,29.654166666666665,27,17,0.375,677,677,2018-01-09T00:00:00Z,677,Cremona Via Fatebenefratelli,0.9710203542804163,128,10.96875,82.40138888888889,63.75069444444444,NA,3.6430555555555557,NA,9
2018-01-09T00:00:00Z,705,Milano Pascal Citta Studi,NA,NA,1.2,NA,1.6,NA,NA,NA,NA,NA,25.583333333333332,45.7125,24.6125,24,15,1.4791666666666667,705,502,2018-01-09T00:00:00Z,502,Milano Via Juvara,1.8291619436702415,136,10.885416666666666,89.97222222222223,20.911805555555556,NA,4.845833333333333,138,8.8
2018-01-09T00:00:00Z,681,Moggio,1.7,NA,NA,NA,NA,NA,NA,NA,NA,0,1.9166666666666667,1.6083333333333334,75.41666666666667,15,6,NA,681,111,2018-01-09T00:00:00Z,111,Cassina Valsassina Moggio,1.6017145972991158,282,3.667361111111111,92.13194444444444,12.541666666666666,NA,5.163194444444445,217,32.2
2018-01-09T00:00:00Z,642,Pavia Via Folperti,3.7,NA,0.6,NA,NA,NA,NA,NA,NA,NA,30.354166666666668,45.25416666666667,21.1875,23,16,5.808333333333334,642,642,2018-01-09T00:00:00Z,642,Pavia Via Folperti,NA,NA,9.893055555555556,86.73472222222222,24.99513888888889,NA,NA,NA,5.800000000000001
2018-01-09T00:00:00Z,703,Schivenoglia,NA,NA,0.3,NA,NA,NA,1.0708333333333333,NA,NA,NA,17.533333333333335,21.366666666666667,23.941666666666666,36,21,2.4166666666666665,703,816,2018-01-09T00:00:00Z,816,Sermide E Felonica Sp ,NA,NA,11.220138888888888,NA,NA,89.02083333333333,NA,NA,2
2018-01-10T00:00:00Z,677,Cremona Via Fatebenefratelli,3.2,NA,NA,NA,NA,NA,0.38333333333333336,NA,NA,NA,41.475,80.19583333333334,7.929166666666667,35,33,1.9166666666666667,677,677,2018-01-10T00:00:00Z,677,Cremona Via Fatebenefratelli,0.6460863352439183,291,7.448611111111111,86.11666666666666,47.356944444444444,NA,1.9243055555555555,NA,0
2018-01-10T00:00:00Z,705,Milano Pascal Citta Studi,NA,NA,1.8,NA,2.6,NA,NA,NA,NA,NA,42.1625,85.675,10.720833333333333,28,21,1.9541666666666666,705,502,2018-01-10T00:00:00Z,502,Milano Via Juvara,0.44876368192097593,178,8.983333333333334,83.95902777777778,40.40138888888889,NA,2.6527777777777777,169,0.2
2018-01-10T00:00:00Z,681,Moggio,1.5,NA,NA,NA,NA,NA,NA,NA,NA,0,2.0166666666666666,1.575,78.1,6,3,NA,681,111,2018-01-10T00:00:00Z,111,Cassina Valsassina Moggio,0.43568442691206954,115,1.4256944444444444,92.99305555555556,54.770833333333336,NA,1.625,142,1
2018-01-10T00:00:00Z,642,Pavia Via Folperti,2.6,NA,1,NA,NA,NA,NA,NA,NA,NA,41.9875,75.575,4.829166666666667,30,24,7,642,642,2018-01-10T00:00:00Z,642,Pavia Via Folperti,NA,NA,7.3381944444444445,89.30347222222223,15.272222222222222,NA,NA,NA,0.8
2018-01-10T00:00:00Z,703,Schivenoglia,NA,NA,0.6,NA,NA,NA,1.1333333333333333,NA,NA,NA,28.341666666666665,39.75,14.333333333333334,28,28,2.495833333333333,703,816,2018-01-10T00:00:00Z,816,Sermide E Felonica Sp ,NA,NA,7.729166666666667,NA,NA,102.67361111111111,NA,NA,0.4
2018-01-11T00:00:00Z,677,Cremona Via Fatebenefratelli,3.5,NA,NA,NA,NA,NA,0.5,NA,NA,NA,43.55416666666667,95.34166666666667,1.3916666666666666,40,33,2.3541666666666665,677,677,2018-01-11T00:00:00Z,677,Cremona Via Fatebenefratelli,0.26706605614050766,324,7.075694444444444,93.27916666666667,15.735416666666667,NA,1.6215277777777777,NA,0.4
2018-01-11T00:00:00Z,705,Milano Pascal Citta Studi,NA,NA,2.8,NA,4.8,NA,NA,NA,NA,NA,44.708333333333336,129.72916666666666,3.870833333333333,47,33,2.720833333333333,705,502,2018-01-11T00:00:00Z,502,Milano Via Juvara,0.23704439613289408,150,8.36875,85.89236111111111,40.69861111111111,NA,1.9256944444444444,167,0.2
2018-01-11T00:00:00Z,681,Moggio,1.4,NA,NA,NA,NA,NA,NA,NA,NA,0,2.183333333333333,2.3333333333333335,74.62083333333334,13,4,NA,681,111,2018-01-11T00:00:00Z,111,Cassina Valsassina Moggio,0.13389053581028015,48,1.1430555555555555,83.10416666666667,60.270833333333336,NA,1.1645833333333333,160,0
2018-01-11T00:00:00Z,642,Pavia Via Folperti,1.7,NA,1.3,NA,NA,NA,NA,NA,NA,NA,43.62916666666667,118.025,1.1083333333333334,46,32,7.970833333333333,642,642,2018-01-11T00:00:00Z,642,Pavia Via Folperti,NA,NA,6.839583333333334,91.57708333333333,20.516666666666666,NA,NA,NA,0.4
2018-01-11T00:00:00Z,703,Schivenoglia,NA,NA,1,NA,NA,NA,1.2916666666666667,NA,NA,NA,35.27916666666667,62.46666666666667,3.470833333333333,41,35,3.0125,703,816,2018-01-11T00:00:00Z,816,Sermide E Felonica Sp ,NA,NA,6.6506944444444445,NA,NA,281.59722222222223,NA,NA,4
2018-01-12T00:00:00Z,677,Cremona Via Fatebenefratelli,3.4,NA,NA,NA,NA,NA,0.6875,NA,NA,NA,55.7625,240.68333333333334,9.1625,45,34,3.0791666666666666,677,677,2018-01-12T00:00:00Z,677,Cremona Via Fatebenefratelli,0.24615220086241874,38,6.377777777777777,84.62916666666666,77.44583333333334,NA,1.0666666666666667,NA,0.2
2018-01-12T00:00:00Z,705,Milano Pascal Citta Studi,NA,NA,3.6,NA,6,NA,NA,NA,NA,NA,49.00416666666666,NA,11.591666666666667,45,30,3.0083333333333333,705,502,2018-01-12T00:00:00Z,502,Milano Via Juvara,0.419725125369372,100,8.783333333333333,73.61041666666667,69.98333333333333,NA,2.172222222222222,143,0
2018-01-12T00:00:00Z,681,Moggio,1.5,NA,NA,NA,NA,NA,NA,NA,NA,0.13333333333333333,4.925,6.958333333333333,66.72941176470589,13,10,NA,681,111,2018-01-12T00:00:00Z,111,Cassina Valsassina Moggio,0.19676268736567568,42,1.4111111111111112,74.47222222222223,65.6875,NA,1.1145833333333333,151,0
2018-01-12T00:00:00Z,642,Pavia Via Folperti,2.1,NA,1.3,NA,NA,NA,NA,NA,NA,NA,45.641666666666666,117.72083333333333,5.420833333333333,33,22,7.458333333333333,642,642,2018-01-12T00:00:00Z,642,Pavia Via Folperti,NA,NA,6.004861111111111,87.30416666666666,65.18125,NA,NA,NA,0.2
2018-01-12T00:00:00Z,703,Schivenoglia,15.3,NA,0.6,NA,NA,NA,1.1333333333333333,NA,NA,NA,29.275,40.4625,16.516666666666666,26,20,2.341666666666667,703,816,2018-01-12T00:00:00Z,816,Sermide E Felonica Sp ,NA,NA,7.030769230769231,NA,NA,371.088,NA,NA,0
2018-01-13T00:00:00Z,677,Cremona Via Fatebenefratelli,2.9,NA,NA,NA,NA,NA,0.8208333333333333,NA,NA,NA,51.12916666666667,184.2625,3.066666666666667,52,41,3.495833333333333,677,677,2018-01-13T00:00:00Z,677,Cremona Via Fatebenefratelli,0.5221661136241869,281,3.075,93.6875,46.77361111111111,NA,1.6027777777777779,NA,0
2018-01-13T00:00:00Z,705,Milano Pascal Citta Studi,NA,NA,4.3,NA,7.8,NA,NA,NA,NA,NA,61.295833333333334,NA,4.329166666666667,53,38,4.033333333333333,705,502,2018-01-13T00:00:00Z,502,Milano Via Juvara,0.4093870566542337,153,7.576388888888889,73.19791666666667,77.47916666666667,NA,1.9243055555555555,176,0
2018-01-13T00:00:00Z,681,Moggio,2.1,NA,NA,NA,NA,NA,NA,NA,NA,0.025,3.7916666666666665,4.275,66.575,14,8,NA,681,111,2018-01-13T00:00:00Z,111,Cassina Valsassina Moggio,0.16596233513578693,331,0.2083916083916084,75.99300699300699,74.58041958041959,NA,1.0895104895104895,195,0
2018-01-13T00:00:00Z,642,Pavia Via Folperti,1.8,NA,1.5,NA,NA,NA,NA,NA,NA,NA,49.17916666666667,136.925,5.5,45,32,8.595833333333333,642,642,2018-01-13T00:00:00Z,642,Pavia Via Folperti,NA,NA,3.8,85.31180555555555,76.1125,NA,NA,NA,0.2
2018-01-13T00:00:00Z,703,Schivenoglia,29.3,NA,1.2,NA,NA,NA,1.3499999999999999,NA,NA,NA,36.766666666666666,80.825,2.1083333333333334,47,40,2.5875,703,816,2018-01-13T00:00:00Z,816,Sermide E Felonica Sp ,NA,NA,5.334722222222222,NA,NA,297.7083333333333,NA,NA,0
2018-01-14T00:00:00Z,677,Cremona Via Fatebenefratelli,4,NA,NA,NA,NA,NA,0.7416666666666667,NA,NA,NA,43.84583333333333,126.47916666666667,2.004166666666667,49,45,1.0916666666666668,677,677,2018-01-14T00:00:00Z,677,Cremona Via Fatebenefratelli,0.4764495277637633,291,1.0979166666666667,97.59166666666667,49.047916666666666,NA,1.5645833333333334,NA,0
2018-01-14T00:00:00Z,705,Milano Pascal Citta Studi,NA,NA,3.5,NA,5.8,NA,NA,NA,NA,NA,39.61666666666667,117.18260869565218,8.433333333333334,51,40,2.4125,705,502,2018-01-14T00:00:00Z,502,Milano Via Juvara,0.6755926375537087,107,5.057638888888889,82.39027777777778,66.14722222222223,NA,2.217361111111111,118,0
2018-01-14T00:00:00Z,681,Moggio,2.9,NA,NA,NA,NA,NA,NA,NA,NA,0.3333333333333333,5.525,7.733333333333333,55.62916666666666,25,19,NA,681,111,2018-01-14T00:00:00Z,111,Cassina Valsassina Moggio,0.3941348147138532,202,-1.051388888888889,85.79861111111111,41.75694444444444,NA,1.7090277777777778,182,0
2018-01-14T00:00:00Z,642,Pavia Via Folperti,1.8,NA,1.8,NA,NA,NA,NA,NA,NA,NA,42.141666666666666,121.45833333333333,1.9416666666666667,47,34,8.254166666666666,642,642,2018-01-14T00:00:00Z,642,Pavia Via Folperti,NA,NA,0.4534722222222222,93.80763888888889,30.921527777777776,NA,NA,NA,0
2018-01-14T00:00:00Z,703,Schivenoglia,22.9,NA,1.1,NA,NA,NA,1.3083333333333333,NA,NA,NA,18.7875,44.74583333333333,8.854166666666666,37,36,2.658333333333333,703,816,2018-01-14T00:00:00Z,816,Sermide E Felonica Sp ,NA,NA,5.003496503496503,NA,NA,225.8951048951049,NA,NA,0.2
2018-01-15T00:00:00Z,677,Cremona Via Fatebenefratelli,2,NA,NA,NA,NA,NA,0.6208333333333333,NA,NA,NA,44.69166666666667,104.97916666666667,1.9583333333333333,60,NA,1.1,677,677,2018-01-15T00:00:00Z,677,Cremona Via Fatebenefratelli,0.533909625478514,271,2.1770833333333335,95.61805555555556,27.48888888888889,NA,1.6506944444444445,NA,0
2018-01-15T00:00:00Z,705,Milano Pascal Citta Studi,NA,NA,3.7,NA,NA,NA,NA,NA,NA,NA,47.09166666666667,NA,2.4625,58,49,3.1333333333333333,705,502,2018-01-15T00:00:00Z,502,Milano Via Juvara,0.9207312347965085,207,4.153472222222222,87.57777777777778,30.006944444444443,NA,2.213888888888889,203,0.2
2018-01-15T00:00:00Z,681,Moggio,3.5,NA,NA,NA,NA,NA,NA,NA,NA,1.1,10.366666666666667,11.933333333333334,43.81666666666666,26,19,NA,681,111,2018-01-15T00:00:00Z,111,Cassina Valsassina Moggio,0.1482305417204851,354,-1.6791666666666667,89.10416666666667,27.104166666666668,NA,1.2618055555555556,167,0
2018-01-15T00:00:00Z,642,Pavia Via Folperti,1.9,NA,1.6,NA,NA,NA,NA,NA,NA,NA,45.99583333333334,95.54166666666667,1.9291666666666667,63,47,7.5875,642,642,2018-01-15T00:00:00Z,642,Pavia Via Folperti,NA,NA,3.0875,94.0125,26.985416666666666,NA,NA,NA,1.6
2018-01-15T00:00:00Z,703,Schivenoglia,19.2,NA,1.2,NA,NA,NA,1.3708333333333333,NA,NA,NA,28.579166666666666,48.7875,3.0708333333333333,40,45,2.129166666666667,703,816,2018-01-15T00:00:00Z,816,Sermide E Felonica Sp ,NA,NA,3.5615384615384613,NA,NA,186.01398601398603,NA,NA,0
2018-01-16T00:00:00Z,677,Cremona Via Fatebenefratelli,2.8,NA,NA,NA,NA,NA,0.6458333333333334,NA,NA,NA,45.37916666666666,124.23333333333333,2.3,71,56,1.2458333333333333,677,677,2018-01-16T00:00:00Z,677,Cremona Via Fatebenefratelli,0.6552006910771064,285,3.7576388888888888,94.04444444444445,20.49861111111111,NA,1.9333333333333333,NA,0
2018-01-16T00:00:00Z,705,Milano Pascal Citta Studi,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,44.22083333333333,80.28695652173913,5.758333333333334,53,41,2.1083333333333334,705,502,2018-01-16T00:00:00Z,502,Milano Via Juvara,1.0551986575816459,232,4.685416666666667,87.39861111111111,25.34861111111111,NA,2.7916666666666665,223,0.2
2018-01-16T00:00:00Z,681,Moggio,3.8,NA,NA,NA,NA,NA,NA,NA,NA,1.6,15.966666666666667,21.275,38.791666666666664,21,15,NA,681,111,2018-01-16T00:00:00Z,111,Cassina Valsassina Moggio,0.2205305098386988,50,-0.7006944444444444,88.10416666666667,60.0625,NA,2.0701388888888888,153,0
