,IDStation,NameStation,Date,Ammonia,Arsenic,Benzene,Benzo_a_pyrene,Cadmium,CO,Lead,Nikel,NO2,NOx,Ozone,PM10,PM25,Sulfur_dioxide,Wind_speed,Temperature,Relative_humidity,Global_radiation,Rainfall,Quadrante
24,703,Schivenoglia Via Malpasso,2014-01-26,12.9,1.1,0.8,,0.2,0.9833333333333334,1.1,2.1,22.387500000000003,,21.541666666666664,44.0,38.0,1.5291666666666668,0.5138621331193604,5.670833333333333,82.02083333333334,108.77916666666668,0.0,1
25,703,Schivenoglia Via Malpasso,2014-01-27,9.0,,0.7000000000000001,,,0.9608695652173912,,,20.15217391304348,,30.12608695652174,35.0,,2.0173913043478264,2.284498805147893,6.4125000000000005,82.19583333333334,24.23333333333333,0.8,1
26,703,Schivenoglia Via Malpasso,2014-01-28,7.800000000000001,,0.3,0.3,,0.8083333333333333,,,14.2875,31.3125,52.2375,15.0,,1.8083333333333331,1.487703745379418,5.379166666666667,85.21666666666667,57.31666666666667,11.600000000000003,4
27,703,Schivenoglia Via Malpasso,2014-01-29,8.4,,0.7000000000000001,,,0.9541666666666668,,,35.833333333333336,46.7625,22.075000000000003,34.0,33.0,1.725,1.7022038315135828,3.654166666666667,87.14583333333334,69.34166666666665,0.8,1
28,703,Schivenoglia Via Malpasso,2014-01-30,7.0,,0.5,,,0.8916666666666667,,,17.854166666666668,19.85833333333333,50.12916666666667,20.0,19.0,1.4166666666666667,4.003065384624098,5.300000000000001,94.70833333333334,10.425,12.2,1
29,703,Schivenoglia Via Malpasso,2014-01-31,4.9,,0.7000000000000001,0.4,,0.9833333333333334,,,39.54166666666667,47.462500000000006,10.504166666666666,28.0,25.0,1.3791666666666669,1.95273331612362,5.65,98.42916666666667,17.612500000000004,11.6,3
30,703,Schivenoglia Via Malpasso,2014-02-01,5.5,1.1,0.8,,0.4,1.0375,2.1,6.300000000000001,34.829166666666666,41.85,11.508333333333336,32.0,24.0,1.4375,1.163990748316881,7.016666666666667,99.86666666666667,17.12916666666667,9.600000000000003,3
31,703,Schivenoglia Via Malpasso,2014-02-02,7.800000000000001,,0.8,,,1.025,,,22.0625,29.445833333333336,17.69166666666667,22.0,14.0,1.6,0.6216499428211157,8.929166666666667,99.63333333333334,13.220833333333331,12.599999999999998,4
32,703,Schivenoglia Via Malpasso,2014-02-03,6.0,,0.5,0.1,,0.9,,,12.695,14.425,54.690000000000005,13.0,15.0,2.475,5.366830645201548,8.395833333333334,97.65833333333336,14.1125,7.0,1
33,703,Schivenoglia Via Malpasso,2014-02-04,6.0,,0.5,,,0.9083333333333332,,,18.52916666666667,19.895833333333336,51.24583333333334,23.0,19.0,3.775,2.4867672986482314,7.620833333333334,97.40833333333332,16.587500000000002,8.4,1
34,703,Schivenoglia Via Malpasso,2014-02-05,6.6000000000000005,,0.6000000000000001,,,0.9583333333333334,,,24.604166666666668,25.304166666666667,29.75,29.0,23.0,4.325,2.547369246773396,8.15,96.89583333333334,31.53333333333333,1.4,2
35,703,Schivenoglia Via Malpasso,2014-02-06,5.800000000000001,,0.4,0.3,,0.9,,,24.120833333333334,25.78333333333333,42.6875,20.0,17.0,4.3,1.3603254424906837,9.529166666666669,84.2625,121.54166666666669,6.199999999999999,4
36,703,Schivenoglia Via Malpasso,2014-02-07,9.0,1.1,0.8,,0.0,1.0666666666666669,2.1,14.6,28.775,37.5375,14.245833333333334,36.0,34.0,4.570833333333334,2.1793169910726946,8.200000000000001,92.7625,38.06666666666667,4.4,1
37,703,Schivenoglia Via Malpasso,2014-02-08,7.0,,0.5,,,0.975,,,23.53333333333333,25.07916666666667,26.129166666666663,30.0,,5.75,1.29726435585928,8.604166666666668,89.50833333333334,79.0,0.8,4
38,703,Schivenoglia Via Malpasso,2014-02-09,6.800000000000001,,0.4,0.3,,0.9695652173913044,,,17.382608695652173,17.15217391304348,38.582608695652176,24.0,26.0,7.695652173913044,1.9912484626240723,8.695833333333335,88.8875,82.475,10.6,4
39,703,Schivenoglia Via Malpasso,2014-02-10,6.2,,0.3,,,0.9166666666666669,,,17.329166666666666,15.6,48.708333333333336,18.0,14.0,5.362500000000001,4.402730189166942,6.754166666666667,91.925,12.145833333333334,8.6,1
40,703,Schivenoglia Via Malpasso,2014-02-11,8.3,1.1,0.4,,0.0,0.9416666666666668,1.1,4.3,21.9875,22.03333333333333,32.79166666666667,34.0,28.0,5.112500000000001,1.7951267633780474,8.254166666666666,89.87916666666668,82.8375,0.0,3
41,703,Schivenoglia Via Malpasso,2014-02-12,10.1,,0.6000000000000001,0.5,,1.0375,,,29.354545454545452,37.76818181818182,19.46666666666667,41.0,37.0,4.570833333333334,2.6526430493254245,9.970833333333331,80.11250000000001,139.8166666666667,0.0,4
42,703,Schivenoglia Via Malpasso,2014-02-13,,,,,,1.1909090909090911,,,22.645454545454548,44.52727272727273,4.218181818181819,,,2.5090909090909093,1.513583640798698,7.158333333333334,92.23333333333332,68.9125,0.8,1
43,703,Schivenoglia Via Malpasso,2014-02-14,,,,,,0.9384615384615383,,,16.5,19.930769230769236,44.50769230769231,32.0,29.0,2.9384615384615387,1.4888963660242174,9.433333333333334,78.62083333333334,147.22916666666669,0.0,4
44,703,Schivenoglia Via Malpasso,2014-02-15,15.3,,0.6000000000000001,0.7000000000000001,,1.0666666666666669,,,23.9,27.950000000000003,25.525,37.0,32.0,2.3208333333333337,0.6075410650530404,9.408333333333331,82.03333333333333,24.275,0.0,4
45,703,Schivenoglia Via Malpasso,2014-02-16,21.700000000000003,,0.7000000000000001,,,1.1083333333333334,,,18.191666666666663,26.76666666666667,24.833333333333336,56.0,49.0,3.0625000000000004,0.9107532959447512,10.683333333333334,85.2,96.12916666666668,0.0,3
46,703,Schivenoglia Via Malpasso,2014-02-17,15.4,,0.7000000000000001,,,1.1125,,,19.808333333333334,25.53333333333333,21.612500000000004,51.0,35.0,2.9458333333333333,1.1283562661090187,11.670833333333334,85.98333333333333,135.22916666666669,1.2000000000000002,4
47,703,Schivenoglia Via Malpasso,2014-02-18,24.6,,0.7000000000000001,0.7000000000000001,,1.025,,,20.375,28.48333333333333,14.895833333333334,38.0,32.0,2.4125,0.4717602271068659,10.0125,87.6375,64.3625,0.0,4
48,703,Schivenoglia Via Malpasso,2014-02-19,22.8,1.1,0.7000000000000001,,0.0,1.056521739130435,4.2,4.2,22.256521739130434,30.269565217391307,11.93913043478261,34.0,31.0,3.5434782608695654,0.3636268837199785,10.975,96.3375,19.14166666666667,0.8,4
49,703,Schivenoglia Via Malpasso,2014-02-20,9.5,,0.4,,,0.9458333333333332,,,16.458333333333332,17.70416666666667,34.22916666666667,13.0,14.0,3.2458333333333336,0.9969660397670872,10.275,91.39166666666668,26.57916666666667,0.6000000000000001,1
50,703,Schivenoglia Via Malpasso,2014-02-21,11.6,,0.4,0.2,,0.9791666666666666,,,13.129166666666668,16.425,33.25833333333334,37.0,32.0,4.0875,2.0017623122686463,11.437500000000002,83.34166666666667,132.1166666666667,10.2,3
51,703,Schivenoglia Via Malpasso,2014-02-22,8.6,,0.2,,,0.917391304347826,,,7.1695652173913045,7.82608695652174,48.15217391304348,10.0,12.0,3.595652173913044,0.8170461126943318,9.654166666666669,91.33333333333334,99.575,7.200000000000001,2
52,703,Schivenoglia Via Malpasso,2014-02-23,11.1,,0.3,,,0.9478260869565216,,,10.282608695652174,11.06521739130435,44.31304347826087,15.0,19.0,2.5043478260869567,0.092295805683715,9.908333333333337,72.16666666666667,173.04583333333335,0.2,1
53,703,Schivenoglia Via Malpasso,2014-02-24,31.8,,0.6000000000000001,0.5,,1.05,,,15.920833333333334,22.64166666666667,31.65833333333333,35.0,25.0,3.0791666666666666,0.5280684948006561,10.275,67.8125,168.3916666666667,0.0,3
54,703,Schivenoglia Via Malpasso,2014-02-25,32.4,1.1,0.7000000000000001,,0.0,1.0916666666666668,1.1,4.2,19.166666666666668,27.52083333333333,33.89166666666667,40.0,40.0,3.920833333333333,0.4190001066627494,10.241666666666667,71.13333333333334,161.10833333333335,0.0,3
55,703,Schivenoglia Via Malpasso,2014-02-26,17.5,,0.8,,,1.1,,,13.936363636363636,17.7,38.150000000000006,48.0,37.0,4.409090909090909,2.2253488321841983,9.745833333333334,83.87916666666668,72.79166666666666,0.8,1
56,703,Schivenoglia Via Malpasso,2014-02-27,11.8,,0.5,0.3,,1.0304347826086957,,,11.878260869565215,14.256521739130436,42.61304347826087,33.0,30.0,3.908695652173913,0.8618801564684656,10.3875,79.04166666666667,138.08333333333334,1.2,4
57,703,Schivenoglia Via Malpasso,2014-02-28,13.3,,0.5,,,1.0750000000000002,,,12.7625,18.56666666666667,43.35,31.0,23.0,5.958333333333334,0.9382088674494526,10.115789473684211,77.39473684210527,168.62105263157895,0.0,1
58,703,Schivenoglia Via Malpasso,2014-03-03,8.8,1.1,0.5,,0.0,0.9791666666666669,1.1,6.300000000000001,11.991666666666667,14.095833333333331,48.0,28.0,26.0,7.841666666666667,3.5677277142953927,11.890909090909092,72.81818181818183,203.3818181818182,0.0,2
59,703,Schivenoglia Via Malpasso,2014-03-04,7.1000000000000005,,0.6000000000000001,0.2,,0.9,,,11.245454545454546,11.55,54.95454545454545,,24.0,5.831818181818182,3.222805730842518,10.729166666666668,73.37916666666666,59.91666666666667,0.4,1
60,703,Schivenoglia Via Malpasso,2014-03-05,12.8,,0.5,0.3,,0.9375,,,14.966666666666669,18.9375,40.25,,,1.6800000000000002,0.7194485002865711,12.3625,67.21666666666667,143.38333333333333,0.0,4
61,703,Schivenoglia Via Malpasso,2014-03-06,19.3,,0.6000000000000001,,,0.9708333333333332,,,19.78695652173913,27.20434782608696,32.675000000000004,39.0,27.0,2.1411764705882352,0.4868026530416101,13.604166666666668,56.145833333333336,161.61666666666667,0.0,4
62,703,Schivenoglia Via Malpasso,2014-03-07,34.300000000000004,,0.7000000000000001,,,1.0304347826086957,,,17.41304347826087,25.782608695652176,40.35217391304348,42.0,33.0,2.2826086956521743,0.3286685789149456,13.416666666666668,58.47916666666667,192.8583333333333,0.0,4
63,703,Schivenoglia Via Malpasso,2014-03-08,22.5,,0.5,0.4,,1.0041666666666669,,,14.395833333333334,16.650000000000002,50.1,40.0,36.0,1.3958333333333337,1.252351096832875,12.370833333333334,62.57916666666667,192.45416666666668,0.0,1
64,703,Schivenoglia Via Malpasso,2014-03-09,31.9,1.1,0.7000000000000001,,0.2,1.0583333333333331,4.2,4.2,14.225,16.741666666666667,52.72916666666667,46.0,40.0,1.3166666666666669,0.5293354565869887,12.6125,62.41666666666667,195.07083333333333,0.0,4
65,703,Schivenoglia Via Malpasso,2014-03-10,27.0,,0.5,,,1.0291666666666668,,,10.941666666666666,12.679166666666667,64.92500000000001,42.0,30.0,1.9791666666666667,2.4988329723913707,11.979166666666668,56.6375,190.3875,0.0,1
66,703,Schivenoglia Via Malpasso,2014-03-11,19.4,,0.5,0.3,,1.0708333333333333,,,12.966666666666669,16.875,54.74166666666667,38.0,29.0,2.1791666666666667,1.7917524998166017,11.6375,51.54583333333333,177.60833333333335,0.0,1
67,703,Schivenoglia Via Malpasso,2014-03-12,38.7,,0.6000000000000001,,,1.0875,,,18.583333333333336,24.700000000000003,46.57916666666667,59.0,42.0,1.6666666666666667,1.133099706767915,12.708333333333334,54.275000000000006,206.75,0.0,3
68,703,Schivenoglia Via Malpasso,2014-03-13,41.2,,0.5,,,1.1043478260869566,,,20.617391304347827,26.534782608695654,50.63478260869565,64.0,49.0,2.3043478260869565,0.3596037518459293,13.420833333333334,52.1,206.8458333333334,0.0,2
69,703,Schivenoglia Via Malpasso,2014-03-14,59.5,,0.9,0.5,,1.1782608695652177,,,19.89565217391305,30.869565217391305,48.2,75.0,52.0,3.4173913043478263,0.1927342000603525,14.041666666666668,55.525000000000006,201.0375,0.0,3
70,703,Schivenoglia Via Malpasso,2014-03-15,58.2,1.1,1.0,,0.2,1.2375,12.6,6.300000000000001,20.73333333333333,28.65833333333333,43.56250000000001,98.0,80.0,4.0875,0.7823079727417354,13.229166666666668,66.20833333333334,170.9875,0.0,3
71,703,Schivenoglia Via Malpasso,2014-03-16,20.5,,0.8,0.2,,1.2083333333333337,,,7.845833333333334,11.470833333333331,69.40416666666667,78.0,46.0,3.8291666666666666,0.1656947561410606,12.570833333333336,81.51666666666667,177.85833333333335,0.0,1
72,703,Schivenoglia Via Malpasso,2014-03-17,19.200000000000003,,0.7000000000000001,,,1.2041666666666668,,,10.566666666666668,14.925,47.71666666666667,54.0,54.0,2.895833333333333,1.53715249707817,10.304166666666667,96.83333333333334,150.21666666666667,0.0,1
73,703,Schivenoglia Via Malpasso,2014-03-18,21.3,,0.8,,,1.2166666666666668,,,12.045833333333334,16.395833333333336,52.150000000000006,69.0,59.0,2.5875000000000004,0.3212795859701938,11.458333333333334,98.025,102.62083333333334,0.2,2
74,703,Schivenoglia Via Malpasso,2014-03-19,38.1,,0.6000000000000001,,,1.1304347826086958,,,11.043478260869566,16.191304347826087,41.5,75.0,42.0,2.991304347826087,0.906172425527194,14.716666666666669,89.15833333333333,209.0041666666667,0.0,4
75,703,Schivenoglia Via Malpasso,2014-03-20,20.0,,0.3,,,0.9208333333333334,,,5.895833333333334,10.291666666666668,71.50416666666666,59.0,35.0,2.0958333333333337,1.922874927376756,13.308333333333335,88.11666666666667,182.075,0.0,2
76,703,Schivenoglia Via Malpasso,2014-03-21,49.8,2.0,0.5,,0.0,0.6521739130434784,2.0,8.0,11.917391304347827,20.017391304347825,39.99130434782609,71.0,51.0,3.143478260869565,0.4676949827384403,13.270833333333334,83.575,189.05,0.0,2
77,703,Schivenoglia Via Malpasso,2014-03-22,21.9,,0.3,0.1,,0.6000000000000001,,,4.983333333333333,9.191666666666666,60.06666666666667,61.0,44.0,3.9375,1.195253162111187,13.4125,91.53333333333332,134.20000000000002,3.6000000000000005,2
78,703,Schivenoglia Via Malpasso,2014-03-23,18.6,,0.1,0.1,,0.525,,,3.1833333333333336,7.812500000000001,58.00000000000001,16.0,16.0,5.233333333333333,0.5334790186329443,12.358333333333334,86.0375,117.1,1.2000000000000002,2
79,703,Schivenoglia Via Malpasso,2014-03-24,15.7,,0.1,,,0.5,,,5.191666666666667,10.4125,59.829166666666666,12.0,7.0,4.433333333333334,0.6680063647295971,9.095833333333331,77.40833333333333,139.00416666666666,5.4,1
80,703,Schivenoglia Via Malpasso,2014-03-25,14.5,,0.2,,,0.5375000000000001,,,8.6,15.020833333333334,47.4375,18.0,17.0,4.325,2.0485769432837944,8.08695652173913,83.24347826086957,154.41739130434786,0.2,1
81,703,Schivenoglia Via Malpasso,2014-03-26,11.1,,0.3,0.2,,0.5750000000000001,,,8.404166666666667,12.833333333333334,58.77916666666667,19.0,19.0,4.979166666666667,3.093400437565763,9.741666666666667,71.99583333333334,150.00833333333333,0.0,1
82,703,Schivenoglia Via Malpasso,2014-03-27,9.3,1.1,0.2,,0.0,0.5708333333333334,1.1,14.0,7.879166666666667,12.666666666666668,68.81666666666668,26.0,21.0,5.6625000000000005,2.941335453086435,12.595833333333331,58.020833333333336,157.5375,0.0,1
83,703,Schivenoglia Via Malpasso,2014-03-28,21.700000000000003,,0.4,,,0.6041666666666667,,,14.741666666666667,21.175,45.5125,36.0,,4.120833333333334,1.3197893611208185,13.879166666666668,61.80416666666667,231.55,0.0,3
84,703,Schivenoglia Via Malpasso,2014-03-29,49.3,,0.4,0.3,,0.6250000000000001,,,13.75,24.133333333333333,48.325,41.0,32.0,3.4125,0.4123226780660506,14.383333333333336,62.375,242.04166666666663,0.0,2
85,703,Schivenoglia Via Malpasso,2014-03-30,47.7,,0.4,,,0.6125,,,9.741666666666667,17.316666666666666,58.32083333333334,47.0,31.0,3.325,0.4020601332462729,14.891304347826088,62.0625,234.16666666666669,0.0,3
86,703,Schivenoglia Via Malpasso,2014-03-31,35.300000000000004,,0.3,,,0.6041666666666667,,,12.370833333333334,20.51666666666667,56.8875,47.0,28.0,4.550000000000001,1.872397217219648,15.291666666666668,62.208333333333336,251.45,0.0,3
87,703,Schivenoglia Via Malpasso,2014-04-01,21.0,,0.1,0.1,,0.5304347826086957,,,6.839130434782609,13.417391304347827,69.91304347826087,26.0,13.0,4.586956521739131,3.2881841531210068,15.779166666666669,54.96666666666667,231.9,0.0,3
88,703,Schivenoglia Via Malpasso,2014-04-02,23.0,1.1,0.1,,0.0,0.5416666666666667,1.1,8.4,7.875000000000001,14.65,60.63333333333334,41.0,20.0,4.325,2.259364513565911,15.5625,65.4625,237.375,0.0,3
89,703,Schivenoglia Via Malpasso,2014-04-03,28.6,,0.2,,,0.5875000000000001,,,12.30909090909091,18.30454545454545,42.0875,55.0,29.0,4.220833333333333,1.7147317009389291,13.958333333333334,87.66250000000001,115.02916666666668,0.0,1
90,703,Schivenoglia Via Malpasso,2014-04-04,13.7,,0.1,0.1,,0.5869565217391305,,,8.333333333333334,9.366666666666667,69.92173913043479,36.0,23.0,3.3695652173913047,3.664288549033055,14.191666666666666,86.77916666666667,85.01666666666667,0.2,1
91,703,Schivenoglia Via Malpasso,2014-04-05,19.3,,0.2,,,0.6173913043478262,,,15.443478260869568,19.721739130434784,48.81739130434783,37.0,26.0,2.930434782608696,0.3790476249094104,15.075,90.44166666666668,112.27916666666668,0.8,4
92,703,Schivenoglia Via Malpasso,2014-04-06,26.8,,0.2,,,0.5958333333333334,,,15.941666666666668,20.445833333333333,48.675,43.0,29.0,2.004166666666667,1.3521448888821117,16.875,75.22083333333333,233.9375,0.0,3
93,703,Schivenoglia Via Malpasso,2014-04-07,38.8,,0.2,0.1,,0.5208333333333334,,,16.508333333333333,26.79583333333333,55.3625,48.0,25.0,2.6500000000000004,0.6257681794704927,18.15833333333333,66.30833333333334,252.90833333333333,0.0,2
94,703,Schivenoglia Via Malpasso,2014-04-08,24.4,1.1,0.2,,0.0,0.5208333333333334,1.1,6.300000000000001,16.025000000000002,22.633333333333336,52.054166666666674,50.0,29.0,3.1750000000000003,0.7642678652079077,17.76666666666667,70.1375,201.3375,0.0,4
95,703,Schivenoglia Via Malpasso,2014-04-09,20.6,,0.1,,,0.4958333333333333,,,9.783333333333331,12.570833333333336,60.46666666666667,29.0,15.0,2.6708333333333334,1.2693076221035593,15.6,75.49166666666667,179.1833333333333,0.0,1
96,703,Schivenoglia Via Malpasso,2014-04-10,17.3,,0.1,0.1,,0.5,,,13.483333333333334,17.045833333333334,62.725,24.0,13.0,2.7625,0.5307258359514119,15.233333333333334,66.875,271.62500000000006,0.0,1
97,703,Schivenoglia Via Malpasso,2014-04-11,15.8,,0.1,,,0.4916666666666667,,,9.033333333333331,11.458333333333334,71.00833333333334,,13.0,2.15,3.3043223747413504,14.704166666666667,74.30416666666667,254.7541666666667,0.0,2
98,703,Schivenoglia Via Malpasso,2014-04-12,11.3,,0.1,0.1,,0.5,,,10.475,13.008333333333336,67.59166666666667,20.0,,2.379166666666667,1.405324651234235,14.845833333333337,70.99583333333334,182.9125,0.0,2
99,703,Schivenoglia Via Malpasso,2014-04-13,11.7,,0.1,,,0.5,,,8.108333333333334,10.420833333333334,68.19166666666668,22.0,18.0,1.975,1.1226173141791165,14.9375,82.0875,188.925,0.0,2
100,703,Schivenoglia Via Malpasso,2014-04-14,15.1,,0.1,,,0.4958333333333333,,,10.254166666666666,13.870833333333334,69.09583333333333,36.0,23.0,2.4333333333333336,1.565699556284406,16.483333333333334,73.39583333333334,273.3791666666667,0.0,3
101,703,Schivenoglia Via Malpasso,2014-04-15,13.1,,0.1,,,0.4916666666666667,,,8.3375,10.591666666666669,74.20416666666667,17.0,10.0,2.2041666666666666,1.2805872413654424,14.175,64.9625,222.0458333333333,0.6000000000000001,2
102,703,Schivenoglia Via Malpasso,2014-04-16,14.0,,0.1,,,0.4833333333333333,,,10.425,12.995833333333334,71.75,13.0,6.0,1.9958333333333336,0.2937018635764262,12.241666666666667,46.9875,307.8041666666667,0.0,2
103,703,Schivenoglia Via Malpasso,2014-04-17,35.6,1.1,0.1,,0.0,0.5083333333333333,1.1,8.4,12.670833333333334,18.03333333333333,59.55,37.0,17.0,2.7458333333333336,0.0480749262425498,13.004166666666666,39.30833333333334,306.87083333333334,0.0,2
104,703,Schivenoglia Via Malpasso,2014-04-18,23.4,,0.2,0.1,,0.5304347826086957,,,17.94782608695652,24.295652173913044,57.58695652173914,31.0,22.0,4.734782608695653,0.3553195831038596,13.545833333333334,47.3,205.83333333333337,0.0,1
105,703,Schivenoglia Via Malpasso,2014-04-19,15.9,,0.1,0.1,,0.5041666666666667,,,10.066666666666666,12.620833333333334,67.76666666666667,19.0,15.0,5.1000000000000005,2.9896448683112293,13.620833333333334,76.07083333333334,108.1875,0.6000000000000001,1
106,703,Schivenoglia Via Malpasso,2014-04-20,20.1,1.1,0.1,,0.0,0.5409090909090909,1.1,4.2,8.540909090909091,11.140909090909092,66.9,31.0,23.0,4.872727272727273,0.3827923197638677,14.225,80.49583333333334,283.6125,0.2,3
107,703,Schivenoglia Via Malpasso,2014-04-21,12.6,,0.2,,,0.5916666666666668,,,8.866666666666667,11.2125,57.28333333333334,18.0,15.0,4.3500000000000005,2.4415658619340355,13.504166666666666,95.05,64.90416666666667,1.6,1
