IDStation,NameStation,Date,Ammonia,Arsenic,Benzene,Benzo_a_pyrene,Cadmium,CO,Lead,Nikel,NO2,NOx,Ozone,PM10,PM25,Sulfur_dioxide
703,Schivenoglia Via Malpasso,2015-01-15,20.3,NA,2.5,NA,NA,1.0916666666666668,NA,NA,29.025000000000002,87.27083333333334,4.833333333333334,86,58,5.05
703,Schivenoglia Via Malpasso,2015-01-16,14.4,NA,1.6,NA,NA,0.8333333333333334,NA,NA,29.475,45.05416666666667,9.183333333333334,73,58,6.375
703,Schivenoglia Via Malpasso,2015-01-17,9.700000000000001,NA,0.4,NA,NA,0.5291666666666667,NA,NA,9.641666666666667,11.341666666666667,41.0375,22,17,7.9750000000000005
703,Schivenoglia Via Malpasso,2015-01-18,13.3,NA,0.8,NA,NA,0.6625000000000001,NA,NA,17.495833333333334,22.629166666666666,21.445833333333333,35,32,6.525
703,Schivenoglia Via Malpasso,2015-01-19,16.8,NA,1,NA,NA,0.7916666666666667,NA,NA,20.570833333333333,35.72083333333334,9.366666666666667,43,38,4.504166666666666
703,Schivenoglia Via Malpasso,2015-01-20,17,NA,1.8,NA,NA,0.9708333333333333,NA,NA,23.308333333333334,62.28333333333334,4.470833333333333,55,50,1.3666666666666665
703,Schivenoglia Via Malpasso,2015-01-21,16.2,NA,1.3,NA,NA,0.7136363636363636,NA,NA,23.340909090909093,54.47727272727273,12.272727272727273,47,48,3.7363636363636368
703,Schivenoglia Via Malpasso,2015-01-22,10.600000000000001,NA,0.9,NA,NA,0.5416666666666667,NA,NA,19.700000000000003,34.38333333333333,15.341666666666669,30,30,5.833333333333334
703,Schivenoglia Via Malpasso,2015-01-23,12.200000000000001,NA,1.7000000000000002,NA,NA,0.8291666666666667,NA,NA,28.6,69.03750000000001,5.3,44,35,7.820833333333334
703,Schivenoglia Via Malpasso,2015-01-24,17,NA,1.5,NA,NA,0.891304347826087,NA,NA,24.70434782608696,57.84782608695652,10.517391304347827,NA,38,5.747826086956522
703,Schivenoglia Via Malpasso,2015-01-25,14.4,NA,1.2000000000000002,NA,NA,0.8791666666666667,NA,NA,16.620833333333334,29.675,16.454166666666666,NA,38,4.116666666666667
703,Schivenoglia Via Malpasso,2015-01-26,10.5,NA,0.5,NA,NA,0.6791666666666667,NA,NA,14.108333333333334,18.145833333333332,37.03333333333334,NA,19,0.9833333333333334
703,Schivenoglia Via Malpasso,2015-01-27,16.8,NA,0.8,NA,NA,0.8916666666666667,NA,NA,25.633333333333333,39.49166666666667,13.412500000000001,45,40,2.4291666666666667
703,Schivenoglia Via Malpasso,2015-01-28,20.400000000000002,NA,1.2000000000000002,NA,NA,1.0375,NA,NA,31.104166666666668,62.1375,14.454166666666667,57,46,2.4375
703,Schivenoglia Via Malpasso,2015-01-29,16.400000000000002,NA,1.1,NA,NA,1.0916666666666668,NA,NA,28.45416666666667,52.075,10.316666666666668,53,49,6.879166666666667
703,Schivenoglia Via Malpasso,2015-01-30,10.4,NA,0.5,NA,NA,0.9333333333333333,NA,NA,19.941666666666666,24.258333333333336,27.395833333333336,31,30,8.429166666666667
703,Schivenoglia Via Malpasso,2015-01-31,11.100000000000001,NA,0.6000000000000001,NA,NA,1,NA,NA,19.40416666666667,23.941666666666666,27.316666666666666,34,31,1.8166666666666669
703,Schivenoglia Via Malpasso,2015-02-01,9.9,NA,0.6000000000000001,NA,NA,1.0083333333333333,NA,NA,16.158333333333335,21.516666666666666,35.733333333333334,41,36,0.24166666666666667
703,Schivenoglia Via Malpasso,2015-02-02,15.200000000000001,NA,0.9,NA,NA,1.1583333333333334,NA,NA,21.837500000000002,37.725,15.500000000000002,51,46,2.3083333333333336
703,Schivenoglia Via Malpasso,2015-02-03,11.600000000000001,NA,0.9,NA,NA,1.1291666666666667,NA,NA,24.45416666666667,30.045833333333334,20.958333333333336,48,45,1.9833333333333334
703,Schivenoglia Via Malpasso,2015-02-04,9.600000000000001,NA,0.4,NA,NA,0.9541666666666667,NA,NA,12.975,16.258333333333333,39.5375,25,24,0.7541666666666668
703,Schivenoglia Via Malpasso,2015-02-05,7.7,NA,0.30000000000000004,NA,NA,0.9,NA,NA,6.173913043478261,7.173913043478262,58.12608695652174,11,11,1.2043478260869565
703,Schivenoglia Via Malpasso,2015-02-06,6,NA,0.30000000000000004,NA,NA,0.8708333333333333,NA,NA,6.5875,7.5,66.78333333333333,15,9,1.6166666666666667
703,Schivenoglia Via Malpasso,2015-02-07,5.5,NA,0.5,NA,NA,0.9625,NA,NA,16.079166666666666,18.262500000000003,46.7625,30,25,0
703,Schivenoglia Via Malpasso,2015-02-08,5.800000000000001,NA,0.7000000000000001,NA,NA,1.0541666666666667,NA,NA,16.745833333333334,19.354166666666668,35.15416666666667,NA,34,NA
703,Schivenoglia Via Malpasso,2015-02-09,8.1,NA,0.8,NA,NA,1.1083333333333334,NA,NA,24.308333333333334,30.854166666666668,31.81666666666667,45,45,2.590909090909091
703,Schivenoglia Via Malpasso,2015-02-10,12.8,NA,1.1,NA,NA,1.2208333333333334,NA,NA,40.40416666666667,61.68333333333334,15.8625,82,73,2.8583333333333334
703,Schivenoglia Via Malpasso,2015-02-11,12.3,NA,1.9000000000000001,NA,NA,1.4541666666666668,NA,NA,48.458333333333336,87.6125,10.033333333333333,NA,86,3.0541666666666667
703,Schivenoglia Via Malpasso,2015-02-12,12.5,NA,1.9000000000000001,NA,NA,1.482608695652174,NA,NA,37.060869565217395,81.71304347826087,11.721739130434784,75,67,3.9173913043478263
703,Schivenoglia Via Malpasso,2015-02-13,13.200000000000001,NA,1.5,NA,NA,1.3208333333333333,NA,NA,34.045833333333334,54.09166666666667,16.520833333333336,60,51,3.7666666666666666
703,Schivenoglia Via Malpasso,2015-02-14,12.100000000000001,NA,0.7000000000000001,NA,NA,1.05,NA,NA,23.683333333333334,28.69166666666667,25.266666666666666,51,52,6.304166666666667
703,Schivenoglia Via Malpasso,2015-02-15,11.8,NA,0.7000000000000001,NA,NA,1.0416666666666667,NA,NA,23.625,29.01666666666667,30.7375,32,29,7.800000000000001
703,Schivenoglia Via Malpasso,2015-02-16,11.200000000000001,NA,0.9,NA,NA,1.0416666666666667,NA,NA,22.59166666666667,31.2625,41.90416666666667,28,26,4.279166666666667
703,Schivenoglia Via Malpasso,2015-02-17,10.200000000000001,NA,0.9,NA,NA,1.0625,NA,NA,14.708333333333334,20.89166666666667,56.55416666666667,41,36,3.1374999999999997
703,Schivenoglia Via Malpasso,2015-02-18,7.7,NA,0.8,NA,NA,1.0083333333333333,NA,NA,12.15,13.954166666666667,56.5375,36,29,3.3333333333333335
703,Schivenoglia Via Malpasso,2015-02-19,12.3,NA,0.9,NA,NA,1.1041666666666667,NA,NA,26.20434782608696,34.28260869565218,32.55416666666667,47,41,3.4916666666666667
703,Schivenoglia Via Malpasso,2015-02-20,20.200000000000003,NA,1.1,NA,NA,1.1666666666666667,NA,NA,29.337500000000002,42.88333333333333,33.6375,50,39,6.420833333333333
703,Schivenoglia Via Malpasso,2015-02-21,10.8,NA,1.4000000000000001,NA,NA,1.2375,NA,NA,25.258333333333333,28.366666666666667,34.42916666666667,NA,81,11.733333333333334
703,Schivenoglia Via Malpasso,2015-02-22,9.9,NA,0.4,NA,NA,1.0125,NA,NA,9.545833333333334,10.741666666666667,64.24166666666667,23,24,14.533333333333333
703,Schivenoglia Via Malpasso,2015-02-23,NA,NA,0.6000000000000001,NA,NA,1.1166666666666667,NA,NA,19.383333333333333,25.69166666666667,34.28333333333334,33,31,10.304166666666667
703,Schivenoglia Via Malpasso,2015-02-24,NA,NA,1.3,NA,NA,1.2791666666666668,NA,NA,30.320833333333333,48.11666666666667,15.483333333333334,40,42,4.9
703,Schivenoglia Via Malpasso,2015-02-25,NA,NA,0.30000000000000004,NA,NA,0.990909090909091,NA,NA,15.631818181818183,17.918181818181818,45.67727272727273,12,17,1.8090909090909093
703,Schivenoglia Via Malpasso,2015-02-26,16.6,NA,0.5,NA,NA,1.0541666666666667,NA,NA,20.3125,26.095833333333335,30.795833333333334,28,18,2.0250000000000004
703,Schivenoglia Via Malpasso,2015-02-27,17.8,NA,0.7000000000000001,NA,NA,1.1521739130434783,NA,NA,23.734782608695653,32.83913043478261,27.073913043478264,34,32,4.030434782608696
703,Schivenoglia Via Malpasso,2015-02-28,14.600000000000001,NA,0.7000000000000001,NA,NA,1.1291666666666669,NA,NA,20.645833333333336,25.779166666666665,38.34166666666667,39,30,3.5958333333333337
703,Schivenoglia Via Malpasso,2015-03-01,16.5,NA,1,NA,NA,1.2304347826086957,NA,NA,20.53913043478261,28.52608695652174,30.404347826086962,57,47,3.9217391304347826
703,Schivenoglia Via Malpasso,2015-03-02,11.8,NA,0.9,NA,NA,1.2083333333333335,NA,NA,18.89166666666667,21.825,30.8875,67,40,5.383333333333334
703,Schivenoglia Via Malpasso,2015-03-03,9.700000000000001,NA,0.7000000000000001,NA,NA,1.1458333333333335,NA,NA,18.96666666666667,24.687500000000004,31.995833333333337,42,34,1.4583333333333333
703,Schivenoglia Via Malpasso,2015-03-04,11.8,NA,0.6000000000000001,NA,NA,0.8391304347826087,NA,NA,17.378260869565217,21.756521739130438,40.08695652173913,34,26,2.2608695652173916
703,Schivenoglia Via Malpasso,2015-03-05,8.1,NA,0.30000000000000004,NA,NA,0.375,NA,NA,12.137500000000001,14.504166666666666,55.9375,14,7,2.2875
703,Schivenoglia Via Malpasso,2015-03-06,8.4,NA,0.2,NA,NA,0.39583333333333337,NA,NA,12.070833333333335,15.012500000000001,50.94583333333334,11,10,3.7875
703,Schivenoglia Via Malpasso,2015-03-07,12.4,NA,0.4,NA,NA,0.45,NA,NA,15.945833333333335,19.070833333333333,45.125,25,19,7.079166666666667
703,Schivenoglia Via Malpasso,2015-03-08,11.4,NA,0.5,NA,NA,0.49130434782608695,NA,NA,11.430434782608696,13.304347826086957,54.21304347826087,33,25,9.21304347826087
703,Schivenoglia Via Malpasso,2015-03-09,7.4,NA,0.5,NA,NA,0.5086956521739131,NA,NA,13.73913043478261,15.630434782608695,55.13478260869566,27,26,8.821739130434782
703,Schivenoglia Via Malpasso,2015-03-10,20.8,NA,1,NA,NA,0.6478260869565218,NA,NA,30.90434782608696,38.96086956521739,28.395652173913046,67,47,5.4
703,Schivenoglia Via Malpasso,2015-03-11,26,NA,0.9,NA,NA,0.6208333333333333,NA,NA,21.808333333333334,30.00416666666667,40.71666666666667,76,49,5.995833333333334
703,Schivenoglia Via Malpasso,2015-03-12,10.4,NA,0.5,NA,NA,0.5583333333333333,NA,NA,14.658333333333335,19.125,47.39166666666667,44,35,2.6958333333333337
703,Schivenoglia Via Malpasso,2015-03-13,13.700000000000001,NA,0.5,NA,NA,0.5791666666666667,NA,NA,17.483333333333334,24.15,42.91666666666667,45,47,6.316666666666666
703,Schivenoglia Via Malpasso,2015-03-14,7.7,NA,0.5,NA,NA,0.5652173913043479,NA,NA,11.556521739130435,13.426086956521742,56.59130434782609,38,30,6.739130434782609
703,Schivenoglia Via Malpasso,2015-03-15,7.5,NA,0.7000000000000001,NA,NA,0.6166666666666667,NA,NA,9.170833333333334,10.895833333333334,57.550000000000004,44,38,5.533333333333333
703,Schivenoglia Via Malpasso,2015-03-16,3.4000000000000004,NA,0.7000000000000001,NA,NA,0.5958333333333334,NA,NA,9.108333333333334,10.266666666666667,66.59166666666667,36,35,4.779166666666667
703,Schivenoglia Via Malpasso,2015-03-17,0.4,NA,0.5,NA,NA,0.5875,NA,NA,14.662500000000001,16.7,60.55833333333334,41,31,4.208333333333334
703,Schivenoglia Via Malpasso,2015-03-18,4.5,NA,0.6000000000000001,NA,NA,0.6958333333333334,NA,NA,23.8625,32.329166666666666,35.49583333333334,50,36,4.341666666666667
703,Schivenoglia Via Malpasso,2015-03-19,9.8,NA,0.6000000000000001,NA,NA,0.6666666666666667,NA,NA,18.079166666666666,26.283333333333335,43.35,54,40,5.5375000000000005
703,Schivenoglia Via Malpasso,2015-03-20,5.9,NA,0.4,NA,NA,0.6125,NA,NA,15.575000000000001,18.45416666666667,61.78333333333334,49,38,4.566666666666666
703,Schivenoglia Via Malpasso,2015-03-21,4.4,NA,0.4,NA,NA,0.6083333333333334,NA,NA,13.033333333333333,14.9875,60.208333333333336,40,35,4.95
703,Schivenoglia Via Malpasso,2015-03-22,2.8000000000000003,NA,0.30000000000000004,NA,NA,0.5833333333333334,NA,NA,9.920833333333334,11.370833333333334,62.10416666666667,36,24,6.050000000000001
703,Schivenoglia Via Malpasso,2015-03-23,5.9,NA,0.5,NA,NA,0.6458333333333334,NA,NA,18.808333333333334,23.95416666666667,45.24166666666667,50,48,5.541666666666667
703,Schivenoglia Via Malpasso,2015-03-24,7.1000000000000005,NA,0.5,NA,NA,0.6541666666666668,NA,NA,15.254166666666666,17.8,57.80416666666667,58,48,5.558333333333334
703,Schivenoglia Via Malpasso,2015-03-25,5,NA,0.2,NA,NA,0.5291666666666667,NA,NA,8.6875,10.083333333333334,68.97083333333333,28,23,7.183333333333334
703,Schivenoglia Via Malpasso,2015-03-26,1.4000000000000001,NA,0.2,NA,NA,0.5125000000000001,NA,NA,9.8,11.85,47.875,22,17,4.3125
703,Schivenoglia Via Malpasso,2015-03-27,1.5,NA,0.30000000000000004,NA,NA,0.5625,NA,NA,11.879166666666666,14.570833333333335,41.25416666666667,24,17,2.975
703,Schivenoglia Via Malpasso,2015-03-28,5.5,NA,0.2,NA,NA,0.5375000000000001,NA,NA,9.766666666666667,12.866666666666667,53.81666666666667,14,11,1.4333333333333333
703,Schivenoglia Via Malpasso,2015-03-29,5,NA,0.2,NA,NA,0.525,NA,NA,9.004166666666666,11.041666666666668,58.670833333333334,21,16,3.729166666666667
703,Schivenoglia Via Malpasso,2015-03-30,4.2,NA,0.2,NA,NA,0.5458333333333334,NA,NA,12.108333333333334,14.8,53.045833333333334,29,21,3.916666666666667
703,Schivenoglia Via Malpasso,2015-03-31,8.3,NA,0.2,NA,NA,0.5166666666666667,NA,NA,13.15909090909091,16.363636363636363,53.170833333333334,39,27,3.4384615384615387
703,Schivenoglia Via Malpasso,2015-04-01,10.100000000000001,NA,0.1,NA,NA,0.5041666666666667,NA,NA,9.366666666666667,11.366666666666667,61.116666666666674,19,9,2.0833333333333335
703,Schivenoglia Via Malpasso,2015-04-02,11.4,NA,0.1,NA,NA,0.49583333333333335,NA,NA,11.258333333333335,15.095833333333335,56.9125,22,12,3.3916666666666666
703,Schivenoglia Via Malpasso,2015-04-03,9.200000000000001,NA,0.2,NA,NA,0.49583333333333335,NA,NA,13.075000000000001,16.358333333333334,54.550000000000004,21,12,3.129166666666667
703,Schivenoglia Via Malpasso,2015-04-04,8.200000000000001,NA,0.2,NA,NA,0.5166666666666667,NA,NA,30.883333333333336,36.025,40.05833333333334,11,11,5
703,Schivenoglia Via Malpasso,2015-04-05,7.1000000000000005,NA,0.2,NA,NA,0.5208333333333334,NA,NA,18.595833333333335,21.1875,51.35,19,10,5.4
703,Schivenoglia Via Malpasso,2015-04-06,6.300000000000001,NA,0.2,NA,NA,0.5272727272727273,NA,NA,22.46818181818182,25.422727272727272,46.91818181818182,10,9,2.5090909090909093
703,Schivenoglia Via Malpasso,2015-04-07,NA,NA,0.2,NA,NA,0.4916666666666667,NA,NA,23.845833333333335,27.845833333333335,44.15416666666667,15,12,2.116666666666667
703,Schivenoglia Via Malpasso,2015-04-08,NA,NA,0.30000000000000004,NA,NA,0.48333333333333334,NA,NA,26.2875,33.16666666666667,45.170833333333334,34,21,4.65
703,Schivenoglia Via Malpasso,2015-04-09,8.8,NA,0.4,NA,NA,0.49583333333333335,NA,NA,14.029166666666669,16.895833333333336,60.28333333333334,36,29,3.875
703,Schivenoglia Via Malpasso,2015-04-10,6.5,NA,0.30000000000000004,NA,NA,0.5208333333333334,NA,NA,12.941666666666666,16.754166666666666,67.76666666666667,41,31,4.579166666666667
703,Schivenoglia Via Malpasso,2015-04-11,NA,NA,0.30000000000000004,NA,NA,0.6125,NA,NA,NA,NA,NA,51,33,4.104166666666667
703,Schivenoglia Via Malpasso,2015-04-12,NA,NA,0.30000000000000004,NA,NA,0.6000000000000001,NA,NA,NA,NA,NA,46,33,2.825
703,Schivenoglia Via Malpasso,2015-04-13,NA,NA,0.4,NA,NA,0.6125,NA,NA,NA,NA,NA,47,34,4.5875
703,Schivenoglia Via Malpasso,2015-04-14,NA,NA,NA,NA,NA,0.5866666666666668,NA,NA,15.673333333333334,20.52,52.400000000000006,45,32,4.5600000000000005
703,Schivenoglia Via Malpasso,2015-04-15,NA,NA,NA,NA,NA,0.4181818181818182,NA,NA,6.927272727272727,8.436363636363636,97.72727272727273,40,20,5.872727272727273
703,Schivenoglia Via Malpasso,2015-04-16,15.9,NA,0.30000000000000004,NA,NA,0.4375,NA,NA,12.433333333333334,15.516666666666667,61.76666666666667,47,34,8.558333333333334
703,Schivenoglia Via Malpasso,2015-04-17,34.300000000000004,NA,0.1,NA,NA,0.39583333333333337,NA,NA,9.766666666666667,11.770833333333334,61.741666666666674,24,24,8.766666666666667
703,Schivenoglia Via Malpasso,2015-04-18,19.400000000000002,NA,0.2,NA,NA,0.4083333333333333,NA,NA,9.05,11.925,44.17083333333334,38,36,5.916666666666667
703,Schivenoglia Via Malpasso,2015-04-19,5.800000000000001,NA,0.2,NA,NA,0.375,NA,NA,5.991666666666667,7.645833333333334,64.63333333333334,17,16,3.416666666666667
703,Schivenoglia Via Malpasso,2015-04-20,11.600000000000001,NA,0.2,NA,NA,0.36250000000000004,NA,NA,13.05,16.59166666666667,53.88333333333334,35,30,2.916666666666667
703,Schivenoglia Via Malpasso,2015-04-21,21.700000000000003,NA,0.30000000000000004,NA,NA,0.4083333333333333,NA,NA,14.9375,19.700000000000003,61.020833333333336,49,49,1.1916666666666667
703,Schivenoglia Via Malpasso,2015-04-22,23.200000000000003,NA,0.30000000000000004,NA,NA,0.41250000000000003,NA,NA,14.970833333333333,18.96666666666667,65.44166666666668,54,37,3.2347826086956526
703,Schivenoglia Via Malpasso,2015-04-23,12.100000000000001,NA,0.2,NA,NA,0.38333333333333336,NA,NA,12.533333333333333,16.02916666666667,60.2,42,23,5.7666666666666675
703,Schivenoglia Via Malpasso,2015-04-24,11.600000000000001,NA,0.1,NA,NA,0.3916666666666667,NA,NA,8.083333333333334,10.120833333333334,74.75,38,25,4.8125
703,Schivenoglia Via Malpasso,2015-04-25,7.2,NA,0.1,NA,NA,0.38333333333333336,NA,NA,5.691666666666667,7.025,70.43333333333334,41,35,3.6166666666666667
703,Schivenoglia Via Malpasso,2015-04-26,12.100000000000001,NA,0.2,NA,NA,0.3956521739130435,NA,NA,6.730434782608696,8.804347826086957,57.45652173913044,48,44,4.904347826086957
703,Schivenoglia Via Malpasso,2015-04-27,8.3,NA,0.1,NA,NA,0.4083333333333333,NA,NA,5.691666666666667,7.441666666666667,56.0125,25,25,6.545833333333333
703,Schivenoglia Via Malpasso,2015-04-28,5.2,NA,0.1,NA,NA,0.41250000000000003,NA,NA,5.9125000000000005,7.733333333333333,59.19166666666667,25,18,5.995833333333334
703,Schivenoglia Via Malpasso,2015-04-29,5.6000000000000005,NA,0.1,NA,NA,0.4,NA,NA,5.104166666666667,6.8291666666666675,60.1,21,11,2.3041666666666667
703,Schivenoglia Via Malpasso,2015-04-30,4.7,NA,0.1,NA,NA,0.4041666666666667,NA,NA,11.304166666666667,13.554166666666667,61.050000000000004,23,21,2.954166666666667
703,Schivenoglia Via Malpasso,2015-05-01,7.2,NA,0.2,NA,NA,0.4166666666666667,NA,NA,12.479166666666668,15.3625,36.18333333333334,28,23,5.033333333333334
703,Schivenoglia Via Malpasso,2015-05-02,7.300000000000001,NA,0.2,NA,NA,0.4,NA,NA,8.108333333333334,10.620833333333334,56.27083333333333,28,25,6.220833333333334
703,Schivenoglia Via Malpasso,2015-05-03,5.2,NA,0.6000000000000001,NA,NA,0.39583333333333337,NA,NA,6.2041666666666675,8.008333333333333,60.85,30,25,5.862500000000001
703,Schivenoglia Via Malpasso,2015-05-04,3.9000000000000004,NA,0.2,NA,NA,0.4,NA,NA,9.439130434782609,11.778260869565218,51.60434782608696,63,38,4.526086956521739
703,Schivenoglia Via Malpasso,2015-05-05,4.800000000000001,NA,0.2,NA,NA,0.3956521739130435,NA,NA,8.542105263157895,10.557894736842107,64.91304347826087,NA,42,4.41304347826087
703,Schivenoglia Via Malpasso,2015-05-06,3.8000000000000003,NA,0.1,NA,NA,0.38333333333333336,NA,NA,7.818181818181818,9.263636363636364,65.5875,58,46,4.308333333333334
703,Schivenoglia Via Malpasso,2015-05-07,6.300000000000001,NA,0.1,NA,NA,0.3666666666666667,NA,NA,8.320833333333335,10.358333333333334,64.60416666666667,52,30,3.0125
703,Schivenoglia Via Malpasso,2015-05-08,7.2,NA,0.1,NA,NA,0.37368421052631584,NA,NA,7.642105263157895,9.189473684210526,81.71578947368421,32,29,4.184210526315789
703,Schivenoglia Via Malpasso,2015-05-09,10.600000000000001,NA,0.1,NA,NA,0.35000000000000003,NA,NA,8.058333333333334,10.350000000000001,69.85000000000001,28,25,5.800000000000001
703,Schivenoglia Via Malpasso,2015-05-10,11.4,NA,0.1,NA,NA,0.3041666666666667,NA,NA,6.1375,7.758333333333334,83.74166666666667,16,11,6.7125
703,Schivenoglia Via Malpasso,2015-05-11,7.800000000000001,NA,0.1,NA,NA,0.2833333333333334,NA,NA,7.325000000000001,9.287500000000001,77.68750000000001,17,16,7.95
703,Schivenoglia Via Malpasso,2015-05-12,5.1000000000000005,NA,0.1,NA,NA,0.27083333333333337,NA,NA,6.3125,7.908333333333334,87.30416666666667,19,9,5.65
703,Schivenoglia Via Malpasso,2015-05-13,4.800000000000001,NA,0.2,NA,NA,0.2869565217391305,NA,NA,10.339130434782609,12.717391304347826,78.09565217391305,26,15,4.708695652173914
703,Schivenoglia Via Malpasso,2015-05-14,9.9,NA,0.1,NA,NA,0.27916666666666673,NA,NA,5.383333333333334,7.045833333333333,88.18333333333334,36,20,6.125
703,Schivenoglia Via Malpasso,2015-05-15,4.9,NA,0.1,NA,NA,0.27083333333333337,NA,NA,8.525,9.950000000000001,72.36666666666667,23,19,3.504166666666667
703,Schivenoglia Via Malpasso,2015-05-16,5.6000000000000005,NA,0.1,NA,NA,0.2625,NA,NA,11.275,13.3375,57.608333333333334,34,16,0
703,Schivenoglia Via Malpasso,2015-05-17,20.5,NA,0.1,NA,NA,0.2541666666666667,NA,NA,13.320833333333335,18.345833333333335,61.81666666666667,35,23,NA
703,Schivenoglia Via Malpasso,2015-05-18,9.4,NA,0.1,NA,NA,0.22916666666666669,NA,NA,11.483333333333334,13.491666666666667,78.18333333333334,32,21,5.658333333333334
703,Schivenoglia Via Malpasso,2015-05-19,7.7,NA,0.1,NA,NA,0.22916666666666669,NA,NA,11.029166666666667,12.320833333333333,81.47916666666667,32,20,7.133333333333334
703,Schivenoglia Via Malpasso,2015-05-20,12.9,NA,0.1,NA,NA,0.21666666666666667,NA,NA,10.616666666666667,12.366666666666667,67.54166666666667,32,17,5.404166666666667
703,Schivenoglia Via Malpasso,2015-05-21,11,NA,0.1,NA,NA,0.20833333333333334,NA,NA,9.75,11.508333333333335,65.24583333333334,14,13,1.6791666666666667
703,Schivenoglia Via Malpasso,2015-05-22,4.800000000000001,NA,0.1,NA,NA,0.2041666666666667,NA,NA,10.529166666666667,12.5,58.40833333333334,16,15,1.925
703,Schivenoglia Via Malpasso,2015-05-23,7.4,NA,0.1,NA,NA,0.21250000000000002,NA,NA,10.075000000000001,11.820833333333335,49.00416666666667,12,13,4.216666666666667
703,Schivenoglia Via Malpasso,2015-05-24,8.6,NA,0.1,NA,NA,0.225,NA,NA,10.416666666666668,12.4,61.991666666666674,15,16,4.166666666666667
703,Schivenoglia Via Malpasso,2015-05-25,29.200000000000003,NA,0.1,NA,NA,0.22173913043478263,NA,NA,18.57826086956522,22.521739130434785,63.991304347826095,26,15,5.6173913043478265
703,Schivenoglia Via Malpasso,2015-05-26,15.5,NA,0.1,NA,NA,0.23043478260869568,NA,NA,12.665217391304349,14.652173913043478,64.3913043478261,18,14,6.030434782608696
703,Schivenoglia Via Malpasso,2015-05-27,11.200000000000001,NA,0.1,NA,NA,0.20833333333333334,NA,NA,8.441666666666666,9.9375,74.07916666666667,13,7,4.016666666666667
703,Schivenoglia Via Malpasso,2015-05-28,5.800000000000001,NA,0.1,NA,NA,0.20833333333333334,NA,NA,9.512500000000001,10.991666666666667,78.05416666666667,29,15,3.0541666666666667
703,Schivenoglia Via Malpasso,2015-05-29,4.7,NA,0.1,NA,NA,0.2,NA,NA,12.075000000000001,13.8625,87.40416666666667,22,17,4.941666666666667
703,Schivenoglia Via Malpasso,2015-05-30,10.8,NA,0.1,NA,NA,0.22916666666666669,NA,NA,15.370833333333334,18.27916666666667,85.09166666666668,35,26,5.5625
703,Schivenoglia Via Malpasso,2015-05-31,12.5,NA,0.1,NA,NA,0.22916666666666669,NA,NA,10.4,11.716666666666667,93.62083333333334,29,18,4.391666666666667
703,Schivenoglia Via Malpasso,2015-06-01,9.3,NA,0.1,NA,NA,0.22083333333333335,NA,NA,12.2125,14.3375,83.5875,31,24,4.4375
703,Schivenoglia Via Malpasso,2015-06-02,15,NA,0.2,NA,NA,0.23333333333333336,NA,NA,13.020833333333334,16.283333333333335,65.80416666666667,32,18,2.9875000000000003
703,Schivenoglia Via Malpasso,2015-06-03,27.3,NA,0.1,NA,NA,0.2739130434782609,NA,NA,17.41304347826087,20.921739130434784,82.36521739130436,44,27,2.8086956521739133
703,Schivenoglia Via Malpasso,2015-06-04,43.300000000000004,NA,0.1,NA,NA,0.27083333333333337,NA,NA,19.1875,23.233333333333334,91.59583333333333,45,24,2.6708333333333334
703,Schivenoglia Via Malpasso,2015-06-05,20.8,NA,0.1,NA,NA,0.27083333333333337,NA,NA,15.183333333333335,18.25416666666667,93.74166666666666,36,20,3.2625
703,Schivenoglia Via Malpasso,2015-06-06,13.3,NA,0.1,NA,NA,0.2666666666666667,NA,NA,12.691666666666666,14.416666666666668,96.30833333333334,35,24,3.575
703,Schivenoglia Via Malpasso,2015-06-07,15,NA,0.1,NA,NA,0.2833333333333334,NA,NA,11.658333333333333,13.366666666666667,86.0625,28,17,3.5125
703,Schivenoglia Via Malpasso,2015-06-08,11.200000000000001,NA,0.1,NA,NA,0.27916666666666673,NA,NA,14.308333333333334,16.520833333333336,86.94583333333334,36,29,5.016666666666667
703,Schivenoglia Via Malpasso,2015-06-09,14.9,NA,0.1,NA,NA,0.275,NA,NA,16.420833333333334,18.4375,84.55833333333334,34,22,4.308333333333334
703,Schivenoglia Via Malpasso,2015-06-10,17.2,NA,0.1,NA,NA,0.27,NA,NA,14.08,15.900000000000002,83.185,32,26,2.325
703,Schivenoglia Via Malpasso,2015-06-11,31.6,NA,0.1,NA,NA,0.2739130434782609,NA,NA,17.304347826086957,20.330434782608698,85.4695652173913,45,35,3.582608695652174
703,Schivenoglia Via Malpasso,2015-06-12,17.5,NA,0.1,NA,NA,0.25833333333333336,NA,NA,16.183333333333334,19.525000000000002,80.11666666666667,58,40,4.237500000000001
703,Schivenoglia Via Malpasso,2015-06-13,24.200000000000003,NA,0.1,NA,NA,0.22500000000000003,NA,NA,13.808333333333334,16.733333333333334,72.2625,38,30,4.558333333333334
703,Schivenoglia Via Malpasso,2015-06-14,14.5,NA,0.1,NA,NA,0.225,NA,NA,8.579166666666667,9.991666666666667,72.575,37,32,5.620833333333334
703,Schivenoglia Via Malpasso,2015-06-15,12.4,NA,0.1,NA,NA,0.19166666666666668,NA,NA,14.262500000000001,19.166666666666668,62.87083333333334,31,13,4.070833333333334
