IDStation,NameStation,Date,Ammonia,Arsenic,Benzo_a_pyrene,Cadmium,Lead,Nikel,NO,NO2,NOx,Ozone,PM10,PM25
681,Moggio Loc Penscei,2018-01-28,NA,NA,NA,NA,NA,NA,1.5083333333333333,3.0083333333333337,6.800000000000001,77.66666666666667,6,7
681,Moggio Loc Penscei,2018-01-29,NA,NA,NA,NA,NA,NA,1.7666666666666668,10.808333333333335,22.35,69.31666666666666,10,9
681,Moggio Loc Penscei,2018-01-30,NA,NA,NA,NA,NA,NA,2.9083333333333337,28.625,41.583333333333336,42.237500000000004,30,25
681,Moggio Loc Penscei,2018-01-31,NA,NA,NA,NA,NA,NA,3.716666666666667,31.51666666666667,40.81666666666667,36.37916666666667,28,23
681,Moggio Loc Penscei,2018-02-01,NA,NA,NA,NA,NA,NA,1.1,9.600000000000001,16.05,61.125,8,9
681,Moggio Loc Penscei,2018-02-02,NA,NA,NA,NA,NA,NA,1.7083333333333333,9.433333333333334,13.200000000000001,60.87916666666667,6,4
681,Moggio Loc Penscei,2018-02-03,NA,NA,NA,NA,NA,NA,2.025,11.441666666666666,15.925,65.825,10,9
681,Moggio Loc Penscei,2018-02-04,NA,NA,NA,NA,NA,NA,1.7583333333333335,6.308333333333334,10.966666666666667,66.65833333333333,13,15
681,Moggio Loc Penscei,2018-02-05,NA,NA,NA,NA,NA,NA,0.925,3.1583333333333337,5.5,76.23333333333333,10,12
681,Moggio Loc Penscei,2018-02-06,NA,NA,NA,NA,NA,NA,0.8250000000000001,3.533333333333333,5.741666666666667,75.075,NA,NA
681,Moggio Loc Penscei,2018-02-07,NA,NA,NA,NA,NA,NA,1.05,11.783333333333333,25.175,57.07083333333334,10,7
681,Moggio Loc Penscei,2018-02-08,NA,NA,NA,NA,NA,NA,1.7750000000000001,13.316666666666668,30.366666666666667,49.18750000000001,16,13
681,Moggio Loc Penscei,2018-02-09,NA,NA,NA,NA,NA,NA,2.466666666666667,15.5,20.166666666666668,50.84583333333333,18,15
681,Moggio Loc Penscei,2018-02-10,NA,NA,NA,NA,NA,NA,1.4833333333333334,6.075,8.483333333333334,77.87916666666668,11,9
681,Moggio Loc Penscei,2018-02-11,NA,NA,NA,NA,NA,NA,1.6833333333333333,10.933333333333334,14.891666666666667,71.58333333333334,27,25
681,Moggio Loc Penscei,2018-02-12,NA,NA,NA,NA,NA,NA,1.2,6.800000000000001,9.391666666666667,81.0625,12,11
681,Moggio Loc Penscei,2018-02-13,NA,NA,NA,NA,NA,NA,1.6083333333333334,12.366666666666667,16.783333333333335,75.9,8,8
681,Moggio Loc Penscei,2018-02-14,NA,NA,NA,NA,NA,NA,2.3333333333333335,20.525000000000002,26.1,66.2625,17,16
681,Moggio Loc Penscei,2018-02-15,NA,NA,NA,NA,NA,NA,3.2666666666666666,31.166666666666668,36.766666666666666,60.47916666666667,31,27
681,Moggio Loc Penscei,2018-02-16,NA,NA,NA,NA,NA,NA,1.2583333333333333,20.333333333333336,22.908333333333335,61.545833333333334,36,34
681,Moggio Loc Penscei,2018-02-17,8.9,NA,NA,NA,NA,NA,0.6833333333333335,9.966666666666667,11.708333333333334,67.25833333333334,35,30
681,Moggio Loc Penscei,2018-02-18,9.700000000000001,NA,NA,NA,NA,NA,1.2166666666666666,6.616666666666667,9.625,52.358333333333334,30,24
681,Moggio Loc Penscei,2018-02-19,7.5,NA,NA,NA,NA,NA,0.23333333333333334,3.4250000000000003,6.658333333333334,53.10416666666667,15,9
681,Moggio Loc Penscei,2018-02-20,9.200000000000001,NA,NA,NA,NA,NA,0.9166666666666667,8.266666666666667,10.925,49.27916666666667,NA,NA
681,Moggio Loc Penscei,2018-02-21,NA,NA,NA,NA,NA,NA,0.17500000000000002,4.325,4.308333333333334,NA,NA,NA
681,Moggio Loc Penscei,2018-02-22,NA,NA,NA,NA,NA,NA,4.158333333333333,17.2,21.358333333333334,31.83846153846154,43,37
681,Moggio Loc Penscei,2018-02-23,10.600000000000001,NA,NA,NA,NA,NA,4.258333333333334,13.5,20.025000000000002,23.345833333333335,32,22
681,Moggio Loc Penscei,2018-02-24,9.5,NA,NA,NA,NA,NA,2.0333333333333337,5.7,13.416666666666668,54.70416666666667,22,16
681,Moggio Loc Penscei,2018-02-25,6.300000000000001,NA,NA,NA,NA,NA,0.5166666666666667,3.725,5.841666666666667,64.51666666666667,15,13
681,Moggio Loc Penscei,2018-02-26,5.1000000000000005,NA,NA,NA,NA,NA,2.1333333333333333,5.025,10.283333333333333,67.22083333333333,23,22
681,Moggio Loc Penscei,2018-02-27,4.2,NA,NA,NA,NA,NA,0.30833333333333335,5.125,8.558333333333334,70.16250000000001,25,24
681,Moggio Loc Penscei,2018-02-28,5.9,NA,NA,NA,NA,NA,1.2833333333333334,8.05,10.883333333333335,60.6625,40,38
681,Moggio Loc Penscei,2018-03-01,9.3,NA,NA,NA,NA,NA,1.1666666666666667,6.433333333333334,8.491666666666667,59.92916666666667,48,44
681,Moggio Loc Penscei,2018-03-02,7.5,NA,NA,NA,NA,NA,0.46666666666666673,5.050000000000001,6.050000000000001,78.11250000000001,16,15
681,Moggio Loc Penscei,2018-03-03,6.5,NA,NA,NA,NA,NA,0.5083333333333334,5.533333333333334,11.233333333333334,67.14583333333334,10,7
681,Moggio Loc Penscei,2018-03-04,5.1000000000000005,NA,NA,NA,NA,NA,0.45,3.9083333333333337,5.383333333333334,85.47083333333333,12,10
681,Moggio Loc Penscei,2018-03-05,6.4,NA,NA,NA,NA,NA,0.5083333333333334,3.7500000000000004,7.6000000000000005,74.60416666666667,22,19
681,Moggio Loc Penscei,2018-03-06,7.4,NA,NA,NA,NA,NA,2.041666666666667,11.725000000000001,19.016666666666666,46.94583333333333,24,12
681,Moggio Loc Penscei,2018-03-07,5.6000000000000005,NA,NA,NA,NA,NA,1.175,5.716666666666667,9.908333333333333,58.69166666666667,12,7
681,Moggio Loc Penscei,2018-03-08,3,NA,NA,NA,NA,NA,0.47500000000000003,2.408333333333333,5.841666666666667,86.74166666666667,6,6
681,Moggio Loc Penscei,2018-03-09,6,NA,NA,NA,NA,NA,0.4000000000000001,5.175000000000001,9.950000000000001,78.49166666666667,27,21
681,Moggio Loc Penscei,2018-03-10,5.800000000000001,NA,NA,NA,NA,NA,0.10833333333333334,2.6,3.166666666666667,81.43333333333334,12,11
681,Moggio Loc Penscei,2018-03-11,4.7,NA,NA,NA,NA,NA,0.10833333333333335,1.25,1.75,76.65833333333333,5,4
681,Moggio Loc Penscei,2018-03-12,3.7,NA,NA,NA,NA,NA,0.2416666666666667,2.5250000000000004,3.7583333333333333,77.18333333333334,6,4
681,Moggio Loc Penscei,2018-03-13,3.9000000000000004,NA,NA,NA,NA,NA,0.39166666666666666,4.691666666666667,8.5,71.44166666666668,12,12
681,Moggio Loc Penscei,2018-03-14,2.9000000000000004,NA,NA,NA,NA,NA,0.4833333333333334,3.6833333333333336,6.800000000000001,82.59166666666667,9,9
681,Moggio Loc Penscei,2018-03-15,3.1,NA,NA,NA,NA,NA,0.125,2.0166666666666666,2.941666666666667,83.1875,9,7
681,Moggio Loc Penscei,2018-03-16,3.2,NA,NA,NA,NA,NA,0.625,3.65,5.875,80.86250000000001,NA,NA
681,Moggio Loc Penscei,2018-03-17,3.4000000000000004,NA,NA,NA,NA,NA,0.12500000000000003,2.608333333333334,4.408333333333333,77.22916666666667,9,7
681,Moggio Loc Penscei,2018-03-18,2.2,NA,NA,NA,NA,NA,0.3583333333333334,1.4333333333333333,2.3083333333333336,87.67500000000001,3,4
681,Moggio Loc Penscei,2018-03-19,2.7,NA,NA,NA,NA,NA,2.441666666666667,6.958333333333334,13.058333333333334,55.70416666666667,9,3
681,Moggio Loc Penscei,2018-03-20,2.5,NA,NA,NA,NA,NA,1.3250000000000002,5.875,10.308333333333334,59.25000000000001,8,9
681,Moggio Loc Penscei,2018-03-21,2.2,NA,NA,NA,NA,NA,0.8833333333333333,4.9750000000000005,6.933333333333334,84.05416666666667,20,17
681,Moggio Loc Penscei,2018-03-22,4.1000000000000005,NA,NA,NA,NA,NA,0.8833333333333334,5.408333333333333,6.858333333333333,77.39583333333334,23,19
681,Moggio Loc Penscei,2018-03-23,3.5,NA,NA,NA,NA,NA,0.5,2.2333333333333334,10.308333333333334,87.66250000000001,22,21
681,Moggio Loc Penscei,2018-03-24,7.5,NA,NA,NA,NA,NA,0.23333333333333334,4.5,5.4750000000000005,83.34166666666667,37,33
681,Moggio Loc Penscei,2018-03-25,7.9,NA,NA,NA,NA,NA,0.11666666666666667,3.325,3.725,86.35416666666667,33,31
681,Moggio Loc Penscei,2018-03-26,7.2,NA,NA,NA,NA,NA,0.18333333333333335,2.791666666666667,3.691666666666667,99.86666666666667,25,23
681,Moggio Loc Penscei,2018-03-27,5.300000000000001,NA,NA,NA,NA,NA,0.3083333333333334,5.733333333333334,7.300000000000001,95.2625,18,18
681,Moggio Loc Penscei,2018-03-28,9.5,NA,NA,NA,NA,NA,0.34166666666666673,5.166666666666667,6.258333333333334,92,38,36
681,Moggio Loc Penscei,2018-03-29,8.1,NA,NA,NA,NA,NA,0.1,2.5166666666666666,2.975,74.67916666666667,23,19
681,Moggio Loc Penscei,2018-03-30,6.7,NA,NA,NA,NA,NA,0.1,2.216666666666667,3,82.80416666666667,16,13
681,Moggio Loc Penscei,2018-03-31,5,NA,NA,NA,NA,NA,0.05,1.05,1.1833333333333333,93.42500000000001,7,4
681,Moggio Loc Penscei,2018-04-01,2.2,NA,NA,NA,NA,NA,0.20833333333333334,0.8666666666666667,1.4583333333333335,97.16250000000001,2,3
681,Moggio Loc Penscei,2018-04-02,2.5,NA,NA,NA,NA,NA,0.19166666666666668,2.4250000000000003,3.2,105.20833333333334,14,11
681,Moggio Loc Penscei,2018-04-03,3.6,NA,NA,NA,NA,NA,0.025,1.7166666666666668,2.7,97.0875,15,9
681,Moggio Loc Penscei,2018-04-04,3.6,NA,NA,NA,NA,NA,0,1.5083333333333335,3.125,88.20416666666667,7,5
681,Moggio Loc Penscei,2018-04-05,3.4000000000000004,NA,NA,NA,NA,NA,0.275,2.0833333333333335,2.8583333333333334,86.72916666666667,10,6
681,Moggio Loc Penscei,2018-04-06,3,NA,NA,NA,NA,NA,0.20833333333333334,2.241666666666667,4.991666666666667,97.55416666666667,20,18
681,Moggio Loc Penscei,2018-04-07,7.4,NA,NA,NA,NA,NA,0.15000000000000002,3.416666666666667,3.6833333333333336,94.54166666666667,46,39
681,Moggio Loc Penscei,2018-04-08,10,NA,NA,NA,NA,NA,0.16666666666666669,2.9916666666666667,3.6083333333333334,100.8125,42,38
681,Moggio Loc Penscei,2018-04-09,10.3,NA,NA,NA,NA,NA,0.16666666666666669,2.291666666666667,3.541666666666667,95.5625,20,17
681,Moggio Loc Penscei,2018-04-10,7.9,NA,NA,NA,NA,NA,0.01666666666666667,1.0083333333333333,1.3583333333333334,93.62857142857143,5,3
681,Moggio Loc Penscei,2018-04-11,4.800000000000001,NA,NA,NA,NA,NA,0.15000000000000002,1.7333333333333334,2.8583333333333334,NA,7,4
681,Moggio Loc Penscei,2018-04-12,3.8000000000000003,NA,NA,NA,NA,NA,0.05,1.9000000000000001,1.975,NA,3,2
681,Moggio Loc Penscei,2018-04-13,2.6,NA,NA,NA,NA,NA,0.16666666666666669,2.6083333333333334,2.791666666666667,101.63333333333334,5,2
681,Moggio Loc Penscei,2018-04-14,2.6,NA,NA,NA,NA,NA,0.17500000000000002,3,3.6750000000000003,109.16250000000001,9,7
681,Moggio Loc Penscei,2018-04-15,NA,NA,NA,NA,NA,NA,0.1,1.5416666666666667,2.0083333333333337,NA,NA,NA
681,Moggio Loc Penscei,2018-04-16,3.2,NA,NA,NA,NA,NA,0.12500000000000003,2.4000000000000004,3.825,95.95652173913044,15,10
681,Moggio Loc Penscei,2018-04-17,3.9000000000000004,NA,NA,NA,NA,NA,0.15000000000000002,3.341666666666667,4.316666666666667,100.61250000000001,27,15
681,Moggio Loc Penscei,2018-04-18,8.6,NA,NA,NA,NA,NA,0.20833333333333334,2.875,3.7583333333333333,110.54166666666667,35,24
681,Moggio Loc Penscei,2018-04-19,11.3,NA,NA,NA,NA,NA,0.125,3.541666666666667,4.916666666666667,126.43333333333334,35,29
681,Moggio Loc Penscei,2018-04-20,11.700000000000001,NA,NA,NA,NA,NA,0.21666666666666667,4.133333333333334,5.441666666666667,134.32916666666668,32,26
681,Moggio Loc Penscei,2018-04-21,10.100000000000001,NA,NA,NA,NA,NA,0.25833333333333336,3.8083333333333336,5.375,138.38333333333335,30,28
681,Moggio Loc Penscei,2018-04-22,14.3,NA,NA,NA,NA,NA,0.275,3.6166666666666667,4.033333333333333,144.41666666666666,NA,NA
681,Moggio Loc Penscei,2018-04-23,14.8,NA,NA,NA,NA,NA,0.2,2.9250000000000003,4.1000000000000005,133.98333333333335,31,27
681,Moggio Loc Penscei,2018-04-24,11.9,NA,NA,NA,NA,NA,0.22500000000000003,3.7583333333333337,5.308333333333334,127.10000000000001,34,26
681,Moggio Loc Penscei,2018-04-25,11.9,NA,NA,NA,NA,NA,0.2,3.3000000000000003,3.6333333333333337,121.4625,39,27
681,Moggio Loc Penscei,2018-04-26,11.3,NA,NA,NA,NA,NA,0.16666666666666669,3.4250000000000003,4.583333333333334,118.77083333333334,32,20
681,Moggio Loc Penscei,2018-04-27,9,NA,NA,NA,NA,NA,0.18333333333333335,3.5583333333333336,3.95,103.45416666666668,32,23
681,Moggio Loc Penscei,2018-04-28,9.5,NA,NA,NA,NA,NA,0.13333333333333336,2.716666666666667,3.1333333333333337,112.32916666666667,30,21
681,Moggio Loc Penscei,2018-04-29,9.600000000000001,NA,NA,NA,NA,NA,0.16666666666666669,1.725,2.1583333333333337,113.77916666666667,25,18
681,Moggio Loc Penscei,2018-04-30,5,NA,NA,NA,NA,NA,0.008333333333333335,1.8333333333333335,2.416666666666667,98.97500000000001,9,7
681,Moggio Loc Penscei,2018-05-01,4.5,NA,NA,NA,NA,NA,0.21666666666666667,1.6750000000000003,2.091666666666667,90.98750000000001,13,2
681,Moggio Loc Penscei,2018-05-02,4.7,NA,NA,NA,NA,NA,0.275,1.9083333333333334,2.6833333333333336,72.07916666666667,6,NA
681,Moggio Loc Penscei,2018-05-03,5.1000000000000005,NA,NA,NA,NA,NA,0.17500000000000002,1.6583333333333334,2.8333333333333335,80.95,26,12
681,Moggio Loc Penscei,2018-05-04,4.5,NA,NA,NA,NA,NA,0.17500000000000002,2.2583333333333333,2.916666666666667,74.27916666666667,13,7
681,Moggio Loc Penscei,2018-05-05,4.4,NA,NA,NA,NA,NA,0.25833333333333336,2.5,3.9833333333333334,85.575,21,11
681,Moggio Loc Penscei,2018-05-06,4.1000000000000005,NA,NA,NA,NA,NA,0.22500000000000003,2.225,3.1583333333333337,93.36666666666667,17,11
681,Moggio Loc Penscei,2018-05-07,NA,NA,NA,NA,NA,NA,0.15833333333333335,1.7083333333333335,2.6083333333333334,NA,NA,NA
681,Moggio Loc Penscei,2018-05-08,3.6,NA,NA,NA,NA,NA,0.19166666666666668,2.8666666666666667,3.7,104.28260869565219,15,10
681,Moggio Loc Penscei,2018-05-09,2.9000000000000004,NA,NA,NA,NA,NA,0.01666666666666667,1.6583333333333334,1.7000000000000002,107.51666666666667,9,5
681,Moggio Loc Penscei,2018-05-10,3.1,NA,NA,NA,NA,NA,0.09166666666666667,2.575,3.575,112.8875,10,9
681,Moggio Loc Penscei,2018-05-11,3.3000000000000003,NA,NA,NA,NA,NA,0.12500000000000003,1.8916666666666668,2.5166666666666666,101.57916666666668,10,7
681,Moggio Loc Penscei,2018-05-12,2.8000000000000003,NA,NA,NA,NA,NA,0.05833333333333335,1.6583333333333334,2.1750000000000003,106.775,10,5
681,Moggio Loc Penscei,2018-05-13,3,NA,NA,NA,NA,NA,0.08333333333333334,1.425,1.7416666666666667,102.72083333333335,11,16
681,Moggio Loc Penscei,2018-05-14,2.1,NA,NA,NA,NA,NA,0.16666666666666669,2.3000000000000003,3.1166666666666667,84.87500000000001,2,1
681,Moggio Loc Penscei,2018-05-15,2.5,NA,NA,NA,NA,NA,0.43333333333333335,3.441666666666667,5.9,57.4375,NA,NA
681,Moggio Loc Penscei,2018-05-16,3.8000000000000003,NA,NA,NA,NA,NA,0.4166666666666667,2.9083333333333337,4.75,75.30833333333334,24,12
681,Moggio Loc Penscei,2018-05-17,3.8000000000000003,NA,NA,NA,NA,NA,0.15000000000000002,1.7916666666666667,2.0250000000000004,88.25833333333334,NA,NA
681,Moggio Loc Penscei,2018-05-18,3.1,NA,NA,NA,NA,NA,0.09166666666666667,1.85,2.566666666666667,99.7125,11,9
681,Moggio Loc Penscei,2018-05-19,3.2,NA,NA,NA,NA,NA,0.08333333333333334,1.7666666666666668,1.9666666666666668,101.50833333333334,11,8
681,Moggio Loc Penscei,2018-05-20,2.8000000000000003,NA,NA,NA,NA,NA,0.09166666666666667,1.3833333333333333,1.9666666666666668,94.1375,10,7
681,Moggio Loc Penscei,2018-05-21,2.8000000000000003,NA,NA,NA,NA,NA,0.05,1.7916666666666667,2.1500000000000004,91.4375,8,7
681,Moggio Loc Penscei,2018-05-22,3,NA,NA,NA,NA,NA,0.16666666666666669,2.3000000000000003,3.3583333333333334,79.03333333333333,14,10
681,Moggio Loc Penscei,2018-05-23,3.4000000000000004,NA,NA,NA,NA,NA,0.2,2.1083333333333334,2.4083333333333337,80.60416666666667,7,6
681,Moggio Loc Penscei,2018-05-24,NA,NA,NA,NA,NA,NA,0.15,2.625,4.6000000000000005,NA,NA,NA
681,Moggio Loc Penscei,2018-05-25,5.7,NA,NA,NA,NA,NA,0.17500000000000002,3.2083333333333335,4.05,128.2304347826087,18,14
681,Moggio Loc Penscei,2018-05-26,8.8,NA,NA,NA,NA,NA,0.325,3.3916666666666666,4.4750000000000005,138.66666666666669,30,23
681,Moggio Loc Penscei,2018-05-27,10.200000000000001,NA,NA,NA,NA,NA,0.3666666666666667,2.3583333333333334,3.591666666666667,118.14583333333334,28,19
681,Moggio Loc Penscei,2018-05-28,8.1,NA,NA,NA,NA,NA,0.15833333333333335,1.4666666666666668,2.5083333333333333,89.125,9,5
681,Moggio Loc Penscei,2018-05-29,6.5,NA,NA,NA,NA,NA,0.04166666666666667,1.375,1.8,88.43333333333334,12,6
681,Moggio Loc Penscei,2018-05-30,5.6000000000000005,NA,NA,NA,NA,NA,0.22500000000000003,1.9916666666666667,2.441666666666667,91.59166666666667,19,8
681,Moggio Loc Penscei,2018-05-31,6.4,NA,NA,NA,NA,NA,0.24166666666666667,2.066666666666667,2.6583333333333337,81.89583333333334,20,10
681,Moggio Loc Penscei,2018-06-01,5.6000000000000005,NA,NA,NA,NA,NA,0.1,1.8833333333333335,3.0333333333333337,95.59583333333333,21,15
681,Moggio Loc Penscei,2018-06-02,6.300000000000001,NA,NA,NA,NA,NA,0.14166666666666666,2.0083333333333333,2.9333333333333336,107.49166666666667,25,19
681,Moggio Loc Penscei,2018-06-03,8.3,NA,NA,NA,NA,NA,0.15833333333333335,2.4250000000000003,3.3833333333333337,112.77083333333334,27,19
681,Moggio Loc Penscei,2018-06-04,14.100000000000001,NA,NA,NA,NA,NA,0.125,2.0166666666666666,2.5500000000000003,97.65,NA,NA
681,Moggio Loc Penscei,2018-06-05,7.9,NA,NA,NA,NA,NA,0.13333333333333336,2.1500000000000004,3.0250000000000004,95.6875,NA,NA
681,Moggio Loc Penscei,2018-06-06,7.6000000000000005,NA,NA,NA,NA,NA,0.08333333333333334,2.0833333333333335,2.441666666666667,92.21666666666667,12,9
681,Moggio Loc Penscei,2018-06-07,6.2,NA,NA,NA,NA,NA,0.23333333333333334,1.85,2.566666666666667,90.07083333333334,15,4
681,Moggio Loc Penscei,2018-06-08,5.7,NA,NA,NA,NA,NA,0.1,1.175,2.0500000000000003,87.11250000000001,4,1
681,Moggio Loc Penscei,2018-06-09,5.1000000000000005,NA,NA,NA,NA,NA,0.25833333333333336,1.7833333333333334,3.45,101.03333333333335,7,6
681,Moggio Loc Penscei,2018-06-10,6.6000000000000005,NA,NA,NA,NA,NA,0.25833333333333336,2.916666666666667,4.083333333333334,99.025,16,9
681,Moggio Loc Penscei,2018-06-11,6.4,NA,NA,NA,NA,NA,0.1416666666666667,1.975,2.666666666666667,95.325,20,10
681,Moggio Loc Penscei,2018-06-12,NA,NA,NA,NA,NA,NA,0.1,1.1416666666666666,1.6333333333333333,NA,NA,NA
681,Moggio Loc Penscei,2018-06-13,4.3,NA,NA,NA,NA,NA,0.15833333333333335,1.3250000000000002,2.1333333333333333,67.09565217391305,4,3
681,Moggio Loc Penscei,2018-06-14,3.4000000000000004,NA,NA,NA,NA,NA,0.125,2.891666666666667,3.516666666666667,81.31666666666668,7,5
681,Moggio Loc Penscei,2018-06-15,6.5,NA,NA,NA,NA,NA,0.1,3.0333333333333337,3.3833333333333333,106.78333333333333,19,17
681,Moggio Loc Penscei,2018-06-16,8.4,NA,NA,NA,NA,NA,0.07500000000000001,2.6583333333333337,2.9333333333333336,120.42916666666667,19,16
681,Moggio Loc Penscei,2018-06-17,11.100000000000001,NA,NA,NA,NA,NA,0.04166666666666667,2.25,2.5250000000000004,126.09166666666667,26,21
681,Moggio Loc Penscei,2018-06-18,9.600000000000001,NA,NA,NA,NA,NA,0.11666666666666667,1.925,3.6500000000000004,126.90416666666667,15,12
681,Moggio Loc Penscei,2018-06-19,10.700000000000001,NA,NA,NA,NA,NA,0.17500000000000002,2.9000000000000004,3.6750000000000003,128.47916666666669,24,18
681,Moggio Loc Penscei,2018-06-20,12.200000000000001,NA,NA,NA,NA,NA,0.125,2.5166666666666666,3.125,130.44166666666666,24,17
681,Moggio Loc Penscei,2018-06-21,13.700000000000001,NA,NA,NA,NA,NA,0.35000000000000003,3.216666666666667,4.008333333333334,144.6125,28,20
681,Moggio Loc Penscei,2018-06-22,7.5,NA,NA,NA,NA,NA,0.15833333333333335,1.0333333333333334,2.0333333333333337,100.325,12,10
681,Moggio Loc Penscei,2018-06-23,6.300000000000001,NA,NA,NA,NA,NA,0.05,1.9000000000000001,2.2833333333333337,99.94583333333334,16,12
681,Moggio Loc Penscei,2018-06-24,7.4,NA,NA,NA,NA,NA,0.15,1.9333333333333336,2.325,106.25833333333334,19,15
681,Moggio Loc Penscei,2018-06-25,9.1,NA,NA,NA,NA,NA,0.075,2.1833333333333336,2.7333333333333334,98.36250000000001,18,13
681,Moggio Loc Penscei,2018-06-26,8.200000000000001,NA,NA,NA,NA,NA,0.075,2,2.916666666666667,98.5125,13,10
681,Moggio Loc Penscei,2018-06-27,7.800000000000001,NA,NA,NA,NA,NA,0.10833333333333334,1.916666666666667,2.9833333333333334,111.10416666666667,13,12
681,Moggio Loc Penscei,2018-06-28,6.4,NA,NA,NA,NA,NA,0.05000000000000001,2.5833333333333335,3.075,117.45833333333334,10,8
681,Moggio Loc Penscei,2018-06-29,6.6000000000000005,NA,NA,NA,NA,NA,0.16666666666666669,2.475,3.191666666666667,115.20416666666668,9,6
681,Moggio Loc Penscei,2018-06-30,6.1000000000000005,NA,NA,NA,NA,NA,0.22500000000000003,2.3833333333333337,3.8833333333333337,136.83333333333334,12,9
681,Moggio Loc Penscei,2018-07-01,8,NA,NA,NA,NA,NA,0.45833333333333337,3.4000000000000004,4.891666666666667,134.77083333333334,19,13
681,Moggio Loc Penscei,2018-07-02,9.8,NA,NA,NA,NA,NA,0.2416666666666667,2.7583333333333333,3.825,100.87916666666668,16,11
681,Moggio Loc Penscei,2018-07-03,11.5,NA,NA,NA,NA,NA,0.9916666666666667,3.225,4.5,127.82083333333334,23,19
681,Moggio Loc Penscei,2018-07-04,7.4,NA,NA,NA,NA,NA,0.325,3.6250000000000004,4.808333333333334,114.28750000000001,17,14
681,Moggio Loc Penscei,2018-07-05,5.6000000000000005,NA,NA,NA,NA,NA,0.10833333333333334,1.8750000000000002,2.691666666666667,101.94583333333334,9,8
681,Moggio Loc Penscei,2018-07-06,4.2,NA,NA,NA,NA,NA,0.125,1.2666666666666668,2.5333333333333337,108.74166666666667,3,4
681,Moggio Loc Penscei,2018-07-07,3.8000000000000003,NA,NA,NA,NA,NA,0.06666666666666668,2.1,3.0083333333333337,117.05833333333334,5,4
681,Moggio Loc Penscei,2018-07-08,4.800000000000001,NA,NA,NA,NA,NA,0.14166666666666666,2.966666666666667,3.7333333333333334,120.275,9,9
681,Moggio Loc Penscei,2018-07-09,6.2,NA,NA,NA,NA,NA,0.058333333333333334,2.525,3.6833333333333336,133.1,15,15
681,Moggio Loc Penscei,2018-07-10,9.3,NA,NA,NA,NA,NA,0.1,2.533333333333333,3.291666666666667,132.07083333333333,18,14
681,Moggio Loc Penscei,2018-07-11,7,NA,NA,NA,NA,NA,0.15,2.1166666666666667,3.1083333333333334,110.63913043478261,14,12
681,Moggio Loc Penscei,2018-07-12,9.8,NA,NA,NA,NA,NA,0.6416666666666667,2.9583333333333335,4.325,97.85000000000001,17,12
681,Moggio Loc Penscei,2018-07-13,7.9,NA,NA,NA,NA,NA,0.5083333333333334,3.2083333333333335,4.683333333333334,117.9,28,20
681,Moggio Loc Penscei,2018-07-14,7.6000000000000005,NA,NA,NA,NA,NA,0.5083333333333334,2.908333333333333,3.791666666666667,119.98333333333333,21,16
681,Moggio Loc Penscei,2018-07-15,7.4,NA,NA,NA,NA,NA,0.45000000000000007,2.1083333333333334,3.9833333333333334,118.74166666666667,13,10
681,Moggio Loc Penscei,2018-07-16,6.5,NA,NA,NA,NA,NA,0.4083333333333334,2.041666666666667,3,102.7,NA,NA
681,Moggio Loc Penscei,2018-07-17,4.4,NA,NA,NA,NA,NA,0.3666666666666667,1.2083333333333335,2.125,120.67916666666667,5,6
681,Moggio Loc Penscei,2018-07-18,4.5,NA,NA,NA,NA,NA,0.37500000000000006,2.041666666666667,3.6833333333333336,143.74166666666667,8,8
681,Moggio Loc Penscei,2018-07-19,NA,NA,NA,NA,NA,NA,0.5416666666666667,4,5.075,NA,NA,NA
681,Moggio Loc Penscei,2018-07-20,4.9,NA,NA,NA,NA,NA,0.30000000000000004,2.8916666666666666,3.9583333333333335,142.1130434782609,19,14
681,Moggio Loc Penscei,2018-07-21,4.2,NA,NA,NA,NA,NA,0.3166666666666667,1.35,1.9916666666666667,94.39166666666667,10,10
681,Moggio Loc Penscei,2018-07-22,4,NA,NA,NA,NA,NA,0.37500000000000006,1.0166666666666666,1.9666666666666668,93.05416666666667,NA,NA
681,Moggio Loc Penscei,2018-07-23,4.4,NA,NA,NA,NA,NA,0.16666666666666669,2.041666666666667,3.4583333333333335,123.41666666666667,10,8
681,Moggio Loc Penscei,2018-07-24,4.6000000000000005,NA,NA,NA,NA,NA,0.2416666666666667,2.7,3.3666666666666667,140.56666666666666,18,13
681,Moggio Loc Penscei,2018-07-25,5.5,NA,NA,NA,NA,NA,0.26666666666666666,2.6083333333333334,3.2333333333333334,152.03333333333333,20,18
681,Moggio Loc Penscei,2018-07-26,5.7,NA,NA,NA,NA,NA,0.3583333333333334,2.6,3.0500000000000003,144.38333333333335,21,14
681,Moggio Loc Penscei,2018-07-27,NA,NA,NA,NA,NA,NA,0.30000000000000004,2.75,3.9083333333333337,NA,NA,NA
681,Moggio Loc Penscei,2018-07-28,5.6000000000000005,NA,NA,NA,NA,NA,0.3916666666666667,2.1083333333333334,3.25,132.3304347826087,22,16
681,Moggio Loc Penscei,2018-07-29,5.1000000000000005,NA,NA,NA,NA,NA,0.5,1.5416666666666667,2.966666666666667,120.62916666666668,6,5
681,Moggio Loc Penscei,2018-07-30,5.2,NA,NA,NA,NA,NA,0.45,1.7833333333333334,2.6333333333333337,129.90416666666667,14,12
681,Moggio Loc Penscei,2018-07-31,5.7,NA,NA,NA,NA,NA,0.325,2.3916666666666666,3.3666666666666667,159.2375,15,13
