IDStation,NameStation,Date,Ammonia,Arsenic,Benzo_a_pyrene,Cadmium,Lead,Nikel,NO,NO2,NOx,Ozone,PM10,PM25
681,Moggio Loc Penscei,2015-02-13,NA,NA,NA,NA,NA,NA,0,11.333333333333334,10.866666666666667,45.86666666666667,9,4
681,Moggio Loc Penscei,2015-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA
681,Moggio Loc Penscei,2015-02-17,NA,NA,NA,NA,NA,NA,0.175,11.9625,11.662500000000001,68.78750000000001,13,13
681,Moggio Loc Penscei,2015-02-18,2.3000000000000003,NA,NA,NA,NA,NA,0.2666666666666667,8.700000000000001,10.600000000000001,66.40833333333333,NA,NA
681,Moggio Loc Penscei,2015-02-19,1.4000000000000001,NA,NA,NA,NA,NA,0.01666666666666667,5.908333333333333,7.900000000000001,88.3625,31,25
681,Moggio Loc Penscei,2015-02-20,1.7000000000000002,NA,NA,NA,NA,NA,0.25000000000000006,6.675000000000001,7.525,91.40416666666667,26,26
681,Moggio Loc Penscei,2015-02-21,0.8,NA,NA,NA,NA,NA,0,0.6,0.09166666666666666,99.52083333333334,4,5
681,Moggio Loc Penscei,2015-02-22,NA,NA,NA,NA,NA,NA,0.058333333333333334,1.2833333333333334,0.8250000000000001,80.10833333333333,3,3
681,Moggio Loc Penscei,2015-02-23,0,NA,NA,NA,NA,NA,0.1,0.9333333333333333,1.6416666666666668,95.30416666666667,5,3
681,Moggio Loc Penscei,2015-02-24,0,NA,NA,NA,NA,NA,0,0.24166666666666667,0.10833333333333335,95.20833333333334,5,1
681,Moggio Loc Penscei,2015-02-25,0,NA,NA,NA,NA,NA,0,0.15,0.125,89.97368421052632,7,1
681,Moggio Loc Penscei,2015-02-26,0,NA,NA,NA,NA,NA,0.03333333333333334,3.4083333333333337,6.5166666666666675,78.70833333333334,14,NA
681,Moggio Loc Penscei,2015-02-27,1.6,NA,NA,NA,NA,NA,0.05000000000000002,5.325,5.291666666666667,67.83333333333334,22,20
681,Moggio Loc Penscei,2015-02-28,0.6000000000000001,NA,NA,NA,NA,NA,0.275,3.25,7.65,69,11,8
681,Moggio Loc Penscei,2015-03-01,1,NA,NA,NA,NA,NA,0.04166666666666667,3.941666666666667,4.016666666666667,79.325,9,11
681,Moggio Loc Penscei,2015-03-02,1.3,NA,NA,NA,NA,NA,0.10833333333333335,1.7166666666666668,2.2583333333333337,87.45833333333334,12,14
681,Moggio Loc Penscei,2015-03-03,0.30000000000000004,NA,NA,NA,NA,NA,0.14166666666666666,2.0333333333333337,4.575,90.68333333333334,22,8
681,Moggio Loc Penscei,2015-03-04,2.3000000000000003,NA,NA,NA,NA,NA,0.15,2.416666666666667,2.9833333333333334,80.27083333333334,18,16
681,Moggio Loc Penscei,2015-03-05,0,NA,NA,NA,NA,NA,0,0.14166666666666666,0.01666666666666667,91.41250000000001,5,3
681,Moggio Loc Penscei,2015-03-06,0.2,NA,NA,NA,NA,NA,0.225,4.525,8.125,79.73333333333333,11,10
681,Moggio Loc Penscei,2015-03-07,1.1,NA,NA,NA,NA,NA,0.22500000000000003,4.458333333333334,7.5,NA,21,9
681,Moggio Loc Penscei,2015-03-08,1.8,NA,NA,NA,NA,NA,0.14166666666666666,4.291666666666667,6.191666666666666,NA,28,33
681,Moggio Loc Penscei,2015-03-09,4.4,NA,NA,NA,NA,NA,0.3916666666666667,8.366666666666667,11.433333333333334,NA,52,41
681,Moggio Loc Penscei,2015-03-10,4.3,NA,NA,NA,NA,NA,0.10833333333333334,8.75,11.05,NA,40,24
681,Moggio Loc Penscei,2015-03-11,3.3000000000000003,NA,NA,NA,NA,NA,0.05000000000000001,4.858333333333333,5.783333333333334,110.79,25,12
681,Moggio Loc Penscei,2015-03-12,2.4000000000000004,NA,NA,NA,NA,NA,0.10833333333333334,7.383333333333334,7.800000000000001,89.92916666666667,17,15
681,Moggio Loc Penscei,2015-03-13,4.4,NA,NA,NA,NA,NA,0.4,8.058333333333334,11.100000000000001,86.02083333333334,38,33
681,Moggio Loc Penscei,2015-03-14,6,NA,NA,NA,NA,NA,0,4.408333333333333,4.816666666666667,86.07083333333334,40,34
681,Moggio Loc Penscei,2015-03-15,6.2,NA,NA,NA,NA,NA,0,3.5,3.191666666666667,94.125,38,30
681,Moggio Loc Penscei,2015-03-16,5.2,NA,NA,NA,NA,NA,0.03333333333333334,2.591666666666667,4.808333333333334,83.67916666666667,15,18
681,Moggio Loc Penscei,2015-03-17,4.3,NA,NA,NA,NA,NA,0,2.216666666666667,1.9500000000000002,97.42500000000001,8,7
681,Moggio Loc Penscei,2015-03-18,4.3,NA,NA,NA,NA,NA,0.21666666666666665,5.533333333333334,9.083333333333334,88.1875,NA,NA
681,Moggio Loc Penscei,2015-03-19,4.9,NA,NA,NA,NA,NA,0.18333333333333335,6.758333333333334,9.033333333333333,87.10416666666667,NA,NA
681,Moggio Loc Penscei,2015-03-20,5.2,NA,NA,NA,NA,NA,0,4.7,5.008333333333334,81.42916666666667,87,46
681,Moggio Loc Penscei,2015-03-21,5.1000000000000005,NA,NA,NA,NA,NA,0.025000000000000005,6.65,6.958333333333334,78.12083333333334,90,79
681,Moggio Loc Penscei,2015-03-22,4.800000000000001,NA,NA,NA,NA,NA,0,3.591666666666667,2.1333333333333333,80.8375,35,24
681,Moggio Loc Penscei,2015-03-23,4.3,NA,NA,NA,NA,NA,0,3.825,3.541666666666667,101.45833333333334,39,22
681,Moggio Loc Penscei,2015-03-24,4.5,NA,NA,NA,NA,NA,0,3.641666666666667,4.2250000000000005,98.59166666666667,47,38
681,Moggio Loc Penscei,2015-03-25,4.3,NA,NA,NA,NA,NA,0,4.641666666666667,4.258333333333334,85.16250000000001,31,23
681,Moggio Loc Penscei,2015-03-26,3.9000000000000004,NA,NA,NA,NA,NA,0,1.5416666666666667,0.5416666666666667,85.15833333333333,10,6
681,Moggio Loc Penscei,2015-03-27,2.8000000000000003,NA,NA,NA,NA,NA,0,1.1416666666666668,0.38333333333333336,86.41666666666667,11,7
681,Moggio Loc Penscei,2015-03-28,2.9000000000000004,NA,NA,NA,NA,NA,0.13333333333333336,2.716666666666667,5.2666666666666675,98.99583333333334,12,12
681,Moggio Loc Penscei,2015-03-29,3.3000000000000003,NA,NA,NA,NA,NA,0.008333333333333335,1.6500000000000001,2.6583333333333337,91.56666666666668,11,13
681,Moggio Loc Penscei,2015-03-30,3.3000000000000003,NA,NA,NA,NA,NA,0,2.441666666666667,1.7000000000000002,91.56666666666668,3,5
681,Moggio Loc Penscei,2015-03-31,2.6,NA,NA,NA,NA,NA,0,0.675,0.8083333333333333,96.8375,2,6
681,Moggio Loc Penscei,2015-04-01,0.5,NA,NA,NA,NA,NA,0,0.06666666666666668,0.03333333333333334,98.26666666666667,1,6
681,Moggio Loc Penscei,2015-04-02,0.7000000000000001,NA,NA,NA,NA,NA,0.01666666666666667,0.9916666666666667,0.8750000000000001,86.90416666666667,4,8
681,Moggio Loc Penscei,2015-04-03,1.3,NA,NA,NA,NA,NA,0,1.9000000000000001,3.0833333333333335,96.15416666666667,14,9
681,Moggio Loc Penscei,2015-04-04,3.2,NA,NA,NA,NA,NA,0.008333333333333335,4.166666666666667,3.7500000000000004,81.7,27,27
681,Moggio Loc Penscei,2015-04-05,3.3000000000000003,NA,NA,NA,NA,NA,0.03333333333333334,2.6333333333333337,3.0583333333333336,69.5,17,12
681,Moggio Loc Penscei,2015-04-06,0.30000000000000004,NA,NA,NA,NA,NA,0.008333333333333335,0.5916666666666667,0.6416666666666667,93.54166666666667,12,11
681,Moggio Loc Penscei,2015-04-07,0.30000000000000004,NA,NA,NA,NA,NA,0.15833333333333335,1.9583333333333335,4.683333333333334,93.30416666666667,8,5
681,Moggio Loc Penscei,2015-04-08,NA,NA,NA,NA,NA,NA,0.10833333333333334,2.516666666666667,6.816666666666666,103.97083333333335,15,9
681,Moggio Loc Penscei,2015-04-09,3.6,NA,NA,NA,NA,NA,0.6583333333333333,10.558333333333334,12.041666666666668,93.49166666666667,40,30
681,Moggio Loc Penscei,2015-04-10,4.9,NA,NA,NA,NA,NA,0.15000000000000002,7.458333333333334,8.725,108.10000000000001,53,43
681,Moggio Loc Penscei,2015-04-11,4.800000000000001,NA,NA,NA,NA,NA,0,3.3000000000000003,3.5583333333333336,127.5875,32,21
681,Moggio Loc Penscei,2015-04-12,4.2,NA,NA,NA,NA,NA,0,1.9,2.2416666666666667,121.0875,23,35
681,Moggio Loc Penscei,2015-04-13,NA,NA,NA,NA,NA,NA,0,2.1750000000000003,1.3083333333333333,120.45238095238096,22,12
681,Moggio Loc Penscei,2015-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.275,4,1
681,Moggio Loc Penscei,2015-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,130.57916666666668,22,23
681,Moggio Loc Penscei,2015-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,135.67916666666667,32,11
681,Moggio Loc Penscei,2015-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.59583333333335,13,9
681,Moggio Loc Penscei,2015-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.025,13,15
681,Moggio Loc Penscei,2015-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.42083333333333,11,8
681,Moggio Loc Penscei,2015-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.59583333333335,14,10
681,Moggio Loc Penscei,2015-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.47500000000001,16,12
681,Moggio Loc Penscei,2015-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.06666666666666,15,8
681,Moggio Loc Penscei,2015-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.52916666666667,19,11
681,Moggio Loc Penscei,2015-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.16666666666667,32,22
681,Moggio Loc Penscei,2015-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.45,35,24
681,Moggio Loc Penscei,2015-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.875,10,10
681,Moggio Loc Penscei,2015-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.34166666666667,4,8
681,Moggio Loc Penscei,2015-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.86666666666667,NA,8
681,Moggio Loc Penscei,2015-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.82916666666667,25,10
681,Moggio Loc Penscei,2015-04-30,NA,NA,NA,NA,NA,NA,1.6416666666666666,6.1000000000000005,7.758333333333334,96.55000000000001,12,8
681,Moggio Loc Penscei,2015-05-01,7.800000000000001,NA,NA,NA,NA,NA,0.9916666666666667,4.183333333333334,5.325,95.39583333333334,6,NA
681,Moggio Loc Penscei,2015-05-02,7.1000000000000005,NA,NA,NA,NA,NA,1.225,4.466666666666667,6.383333333333334,93.77916666666667,2,NA
681,Moggio Loc Penscei,2015-05-03,7.300000000000001,NA,NA,NA,NA,NA,1.1333333333333333,4.125,5.7666666666666675,81.93333333333334,10,8
681,Moggio Loc Penscei,2015-05-04,6.6000000000000005,NA,NA,NA,NA,NA,1.1916666666666669,3.9333333333333336,5.583333333333334,70.63333333333334,19,17
681,Moggio Loc Penscei,2015-05-05,6,NA,NA,NA,NA,NA,1.05,3.975,5.591666666666667,91.93333333333334,38,26
681,Moggio Loc Penscei,2015-05-06,5.4,NA,NA,NA,NA,NA,0.8500000000000001,3.6416666666666666,4.808333333333334,105.6375,NA,NA
681,Moggio Loc Penscei,2015-05-07,5.4,NA,NA,NA,NA,NA,0.7583333333333334,4.25,5.408333333333333,120.3375,25,16
681,Moggio Loc Penscei,2015-05-08,6.300000000000001,NA,NA,NA,NA,NA,0.7250000000000001,3.3000000000000003,4.7,118.38333333333334,26,26
681,Moggio Loc Penscei,2015-05-09,3.9000000000000004,NA,NA,NA,NA,NA,0.6666666666666667,2.6166666666666667,3.8083333333333336,100.89583333333334,9,1
681,Moggio Loc Penscei,2015-05-10,2.7,NA,NA,NA,NA,NA,0.7666666666666667,3.7,4.633333333333334,111.54583333333333,11,8
681,Moggio Loc Penscei,2015-05-11,3.9000000000000004,NA,NA,NA,NA,NA,0.65,4.241666666666667,5.783333333333334,131.09166666666667,16,9
681,Moggio Loc Penscei,2015-05-12,5.5,NA,NA,NA,NA,NA,0.6333333333333334,5.275,6.041666666666667,153.40416666666667,40,29
681,Moggio Loc Penscei,2015-05-13,5.9,NA,NA,NA,NA,NA,0.6333333333333334,6.025,7.216666666666667,158.1125,NA,NA
681,Moggio Loc Penscei,2015-05-14,8.9,NA,NA,NA,NA,NA,0.9833333333333334,6.275,7.408333333333334,154.68333333333334,NA,NA
681,Moggio Loc Penscei,2015-05-15,7.1000000000000005,NA,NA,NA,NA,NA,0.65,4.15,5.133333333333334,107.10833333333335,NA,NA
681,Moggio Loc Penscei,2015-05-16,6.4,NA,NA,NA,NA,NA,0.75,3.4916666666666667,5.033333333333333,104.5125,16,5
681,Moggio Loc Penscei,2015-05-17,4.3,NA,NA,NA,NA,NA,0.5750000000000001,3.916666666666667,4.808333333333334,113.625,30,19
681,Moggio Loc Penscei,2015-05-18,4.1000000000000005,NA,NA,NA,NA,NA,0.5583333333333333,4.041666666666667,5,125.16250000000001,34,14
681,Moggio Loc Penscei,2015-05-19,4,NA,NA,NA,NA,NA,0.525,3.5833333333333335,4.550000000000001,115.45,19,16
681,Moggio Loc Penscei,2015-05-20,3.9000000000000004,NA,NA,NA,NA,NA,0.7416666666666667,3.4333333333333336,4.416666666666667,89.45416666666667,6,3
681,Moggio Loc Penscei,2015-05-21,3.1,NA,NA,NA,NA,NA,0.5333333333333333,2.75,3.3666666666666667,85.17916666666667,10,5
681,Moggio Loc Penscei,2015-05-22,2.4000000000000004,NA,NA,NA,NA,NA,0.5416666666666667,3.9333333333333336,5.05,88.03333333333335,5,8
681,Moggio Loc Penscei,2015-05-23,3.4000000000000004,NA,NA,NA,NA,NA,0.6416666666666667,4.341666666666667,6.158333333333333,83.35833333333333,9,8
681,Moggio Loc Penscei,2015-05-24,4.1000000000000005,NA,NA,NA,NA,NA,0.5750000000000001,4.016666666666667,4.908333333333333,94.70416666666667,10,7
681,Moggio Loc Penscei,2015-05-25,4.6000000000000005,NA,NA,NA,NA,NA,0.5583333333333335,4.15,5.625,112.94166666666668,15,11
681,Moggio Loc Penscei,2015-05-26,5.2,NA,NA,NA,NA,NA,0.6083333333333334,4.516666666666667,5.425,92.16666666666667,18,11
681,Moggio Loc Penscei,2015-05-27,3,NA,NA,NA,NA,NA,0.37500000000000006,3.825,4.558333333333334,96.67083333333333,10,6
681,Moggio Loc Penscei,2015-05-28,4.800000000000001,NA,NA,NA,NA,NA,0.42500000000000004,4.858333333333333,6.058333333333334,100.9,22,18
681,Moggio Loc Penscei,2015-05-29,6.300000000000001,NA,NA,NA,NA,NA,0.35833333333333334,5.083333333333334,5.658333333333334,147.57,41,28
681,Moggio Loc Penscei,2015-05-30,7.5,NA,NA,NA,NA,NA,0.4166666666666667,4.9,5.483333333333333,133.1125,33,30
681,Moggio Loc Penscei,2015-05-31,6.6000000000000005,NA,NA,NA,NA,NA,0.45833333333333337,4.125,4.875,110.56666666666668,32,21
681,Moggio Loc Penscei,2015-06-01,5.4,NA,NA,NA,NA,NA,0.3166666666666667,4.125,4.675,119.17500000000001,30,19
681,Moggio Loc Penscei,2015-06-02,5.1000000000000005,NA,NA,NA,NA,NA,0.35000000000000003,4.691666666666667,5.508333333333334,127.95833333333334,28,23
681,Moggio Loc Penscei,2015-06-03,5.5,NA,NA,NA,NA,NA,0.8416666666666667,6.575,9.016666666666667,148.07500000000002,22,20
681,Moggio Loc Penscei,2015-06-04,5.4,NA,NA,NA,NA,NA,0.4916666666666667,7.875,8.741666666666667,183.14166666666668,67,34
681,Moggio Loc Penscei,2015-06-05,5.6000000000000005,NA,NA,NA,NA,NA,0.8333333333333334,7.3500000000000005,9.708333333333334,202.64583333333334,46,38
681,Moggio Loc Penscei,2015-06-06,5.300000000000001,NA,NA,NA,NA,NA,0.45833333333333337,7.000000000000001,8.183333333333334,174.13750000000002,44,48
681,Moggio Loc Penscei,2015-06-07,5.300000000000001,NA,NA,NA,NA,NA,0.7833333333333334,7.558333333333334,8.741666666666667,153.85833333333335,23,15
681,Moggio Loc Penscei,2015-06-08,3.6,NA,NA,NA,NA,NA,0.34166666666666673,3.6583333333333337,4.958333333333334,130.29166666666669,8,8
681,Moggio Loc Penscei,2015-06-09,2.6,NA,NA,NA,NA,NA,0.2666666666666667,4.2,5.125,119.4375,13,7
681,Moggio Loc Penscei,2015-06-10,2.4000000000000004,NA,NA,NA,NA,NA,0.13333333333333333,4.208333333333334,4.641666666666667,131.02083333333334,27,22
681,Moggio Loc Penscei,2015-06-11,2.4000000000000004,NA,NA,NA,NA,NA,0.2166666666666667,4.941666666666667,6.675000000000001,159.87083333333334,35,30
681,Moggio Loc Penscei,2015-06-12,3.5,NA,NA,NA,NA,NA,0.14166666666666666,4.283333333333333,4.525,149.40416666666667,43,28
681,Moggio Loc Penscei,2015-06-13,3.1,NA,NA,NA,NA,NA,0.125,3,3.325,107.65833333333333,26,32
681,Moggio Loc Penscei,2015-06-14,2.4000000000000004,NA,NA,NA,NA,NA,0.09166666666666667,2.7833333333333337,3.0250000000000004,110.90416666666667,16,13
681,Moggio Loc Penscei,2015-06-15,2.1,NA,NA,NA,NA,NA,0.10833333333333335,2.9833333333333334,3.325,95.07916666666668,13,10
681,Moggio Loc Penscei,2015-06-16,1.6,NA,NA,NA,NA,NA,0.2833333333333334,3.341666666666667,3.791666666666667,88.35833333333333,9,6
681,Moggio Loc Penscei,2015-06-17,1.2000000000000002,NA,NA,NA,NA,NA,0.22500000000000003,5.316666666666667,6.050000000000001,115.2625,8,NA
681,Moggio Loc Penscei,2015-06-18,2,NA,NA,NA,NA,NA,0.2,4.775,5.583333333333334,121.14583333333334,39,23
681,Moggio Loc Penscei,2015-06-19,NA,NA,NA,NA,NA,NA,0.19166666666666668,4.183333333333334,4.741666666666667,116.13333333333334,26,17
681,Moggio Loc Penscei,2015-06-20,NA,NA,NA,NA,NA,NA,0.21666666666666667,3.3000000000000003,3.8833333333333333,98.60833333333333,7,5
681,Moggio Loc Penscei,2015-06-21,NA,NA,NA,NA,NA,NA,0.33333333333333337,4.158333333333333,4.816666666666667,105.86250000000001,9,8
681,Moggio Loc Penscei,2015-06-22,NA,NA,NA,NA,NA,NA,0.09166666666666667,3.95,4.483333333333333,124.54166666666667,27,18
681,Moggio Loc Penscei,2015-06-23,NA,NA,NA,NA,NA,NA,0.15833333333333335,3.3583333333333334,3.7333333333333334,93.97500000000001,9,9
681,Moggio Loc Penscei,2015-06-24,NA,NA,NA,NA,NA,NA,0.14166666666666666,3.75,4.758333333333334,103.92916666666667,14,11
681,Moggio Loc Penscei,2015-06-25,NA,NA,NA,NA,NA,NA,0.2666666666666667,4.233333333333333,5.258333333333334,123.15,22,14
681,Moggio Loc Penscei,2015-06-26,NA,NA,NA,NA,NA,NA,0.18333333333333335,5.383333333333334,6.591666666666667,155.15416666666667,27,20
681,Moggio Loc Penscei,2015-06-27,NA,NA,NA,NA,NA,NA,0.20833333333333334,5.8500000000000005,6.425000000000001,177.87083333333334,18,19
681,Moggio Loc Penscei,2015-06-28,8.4,NA,NA,NA,NA,NA,0.17500000000000002,5.275,6.191666666666667,146.74166666666667,16,12
681,Moggio Loc Penscei,2015-06-29,7.9,NA,NA,NA,NA,NA,0.15833333333333335,5.175000000000001,5.983333333333333,151.78750000000002,24,19
681,Moggio Loc Penscei,2015-06-30,7.4,NA,NA,NA,NA,NA,0.23333333333333334,5.233333333333333,6,154.08333333333334,29,18
681,Moggio Loc Penscei,2015-07-01,7.4,NA,NA,NA,NA,NA,0.25,5.116666666666667,6.2666666666666675,170.32916666666668,32,22
681,Moggio Loc Penscei,2015-07-02,7.800000000000001,NA,NA,NA,NA,NA,0.30000000000000004,5.508333333333334,7.883333333333334,191.02083333333334,35,24
681,Moggio Loc Penscei,2015-07-03,8.1,NA,NA,NA,NA,NA,0.2,5.458333333333334,6.75,185.54347826086956,36,22
681,Moggio Loc Penscei,2015-07-04,6.2,NA,NA,NA,NA,NA,0.7750000000000001,5.483333333333333,8.516666666666667,126,14,7
681,Moggio Loc Penscei,2015-07-05,6.4,NA,NA,NA,NA,NA,0.5,5.633333333333334,8.516666666666667,163.3,35,16
681,Moggio Loc Penscei,2015-07-06,5.7,NA,NA,NA,NA,NA,0.3916666666666667,5.316666666666667,7.125,137.9875,38,16
681,Moggio Loc Penscei,2015-07-07,4.9,NA,NA,NA,NA,NA,0.15833333333333335,5.15,6.166666666666667,169.51666666666668,54,39
681,Moggio Loc Penscei,2015-07-08,5.5,NA,NA,NA,NA,NA,0.25833333333333336,5.191666666666666,5.8916666666666675,135.79166666666666,35,24
681,Moggio Loc Penscei,2015-07-09,2.9000000000000004,NA,NA,NA,NA,NA,0,3.066666666666667,4.2250000000000005,117.08333333333334,8,7
681,Moggio Loc Penscei,2015-07-10,2.1,NA,NA,NA,NA,NA,0.025,3.641666666666667,4.608333333333333,128.94166666666666,19,12
681,Moggio Loc Penscei,2015-07-11,3.1,NA,NA,NA,NA,NA,0.01666666666666667,4.916666666666667,5.466666666666667,160.9375,21,11
681,Moggio Loc Penscei,2015-07-12,3.6,NA,NA,NA,NA,NA,0.025,4.4,5.866666666666667,174.625,32,19
681,Moggio Loc Penscei,2015-07-13,3,NA,NA,NA,NA,NA,0.04166666666666667,3.7750000000000004,4.991666666666667,151.26250000000002,12,8
681,Moggio Loc Penscei,2015-07-14,3.4000000000000004,NA,NA,NA,NA,NA,0.01666666666666667,4.966666666666667,5.533333333333334,166.42083333333335,38,23
681,Moggio Loc Penscei,2015-07-15,4,NA,NA,NA,NA,NA,0,5.033333333333333,5.125,178.17916666666667,37,25
681,Moggio Loc Penscei,2015-07-16,3.4000000000000004,NA,NA,NA,NA,NA,0.008333333333333335,4.291666666666667,4.775,169.51666666666668,26,12
681,Moggio Loc Penscei,2015-07-17,3.9000000000000004,NA,NA,NA,NA,NA,0.01666666666666667,3.766666666666667,4.65,162.225,26,16
681,Moggio Loc Penscei,2015-07-18,3.4000000000000004,NA,NA,NA,NA,NA,0.03333333333333334,4.416666666666667,5.366666666666667,170.24583333333334,19,11
681,Moggio Loc Penscei,2015-07-19,2.8000000000000003,NA,NA,NA,NA,NA,0.01666666666666667,4.333333333333334,4.625,173.8,27,16
681,Moggio Loc Penscei,2015-07-20,2.5,NA,NA,NA,NA,NA,0,4.775,4.633333333333334,152.06666666666666,21,10
681,Moggio Loc Penscei,2015-07-21,2.7,NA,NA,NA,NA,NA,0.01666666666666667,4.716666666666667,5.283333333333333,181.67083333333335,39,18
681,Moggio Loc Penscei,2015-07-22,2.8000000000000003,NA,NA,NA,NA,NA,0,4.416666666666667,5.175000000000001,186.17916666666667,28,20
681,Moggio Loc Penscei,2015-07-23,2.5,NA,NA,NA,NA,NA,0.008333333333333335,4.525,5.1000000000000005,180.38333333333335,20,14
681,Moggio Loc Penscei,2015-07-24,2.2,NA,NA,NA,NA,NA,0.008333333333333335,3.95,4.416666666666667,156.92916666666667,21,8
681,Moggio Loc Penscei,2015-07-25,1.7000000000000002,NA,NA,NA,NA,NA,0.24166666666666667,3.791666666666667,5.391666666666667,133.58333333333334,12,5
681,Moggio Loc Penscei,2015-07-26,1.5,NA,NA,NA,NA,NA,0.16666666666666669,3.891666666666667,4.6000000000000005,110.10833333333333,9,3
681,Moggio Loc Penscei,2015-07-27,1.7000000000000002,NA,NA,NA,NA,NA,0.03333333333333334,4.5,4.983333333333333,123.67083333333333,NA,NA
681,Moggio Loc Penscei,2015-07-28,2.5,NA,NA,NA,NA,NA,0,4.308333333333334,4.741666666666667,137.99166666666667,24,13
681,Moggio Loc Penscei,2015-07-29,2.4000000000000004,NA,NA,NA,NA,NA,0.025000000000000005,3.875,3.8833333333333337,113.05416666666667,27,8
681,Moggio Loc Penscei,2015-07-30,2.1,NA,NA,NA,NA,NA,0,3.2750000000000004,3.641666666666667,102.4625,14,5
681,Moggio Loc Penscei,2015-07-31,1.8,NA,NA,NA,NA,NA,0.08333333333333334,4.1000000000000005,4.308333333333334,91.35000000000001,15,13
681,Moggio Loc Penscei,2015-08-01,1.2000000000000002,NA,NA,NA,NA,NA,0,2.475,2.1583333333333337,93.78750000000001,12,4
681,Moggio Loc Penscei,2015-08-02,1.4000000000000001,NA,NA,NA,NA,NA,0.008333333333333335,2.875,3.2333333333333334,102.55416666666667,1,2
681,Moggio Loc Penscei,2015-08-03,2.1,NA,NA,NA,NA,NA,0.008333333333333335,3.7666666666666666,4.458333333333334,136.09166666666667,28,13
681,Moggio Loc Penscei,2015-08-04,2.5,NA,NA,NA,NA,NA,0.01666666666666667,3.891666666666667,4.5,156.94583333333335,25,27
681,Moggio Loc Penscei,2015-08-05,2.6,NA,NA,NA,NA,NA,0,3.4583333333333335,4.183333333333334,159.30416666666667,21,12
681,Moggio Loc Penscei,2015-08-06,2.9000000000000004,NA,NA,NA,NA,NA,0.008333333333333335,4.208333333333334,4.291666666666667,176.19166666666666,21,8
681,Moggio Loc Penscei,2015-08-07,3.2,NA,NA,NA,NA,NA,0,4.541666666666667,4.916666666666667,193.62083333333334,19,20
681,Moggio Loc Penscei,2015-08-08,2.6,NA,NA,NA,NA,NA,0,3.4250000000000003,3.4000000000000004,157.07500000000002,20,12
681,Moggio Loc Penscei,2015-08-09,2.4000000000000004,NA,NA,NA,NA,NA,0,2.6083333333333334,3.291666666666667,136.625,17,11
681,Moggio Loc Penscei,2015-08-10,2.3000000000000003,NA,NA,NA,NA,NA,0,3.0250000000000004,3.4083333333333337,112.60416666666667,13,13
681,Moggio Loc Penscei,2015-08-11,1.7000000000000002,NA,NA,NA,NA,NA,0.025,4.25,4.583333333333334,144.70000000000002,21,16
681,Moggio Loc Penscei,2015-08-12,1.5,NA,NA,NA,NA,NA,0.008333333333333335,4.391666666666667,4.125,158.58333333333334,22,16
681,Moggio Loc Penscei,2015-08-13,1,NA,NA,NA,NA,NA,0.025,3.8333333333333335,4.633333333333334,163.72083333333333,23,11
681,Moggio Loc Penscei,2015-08-14,0.8,NA,NA,NA,NA,NA,0,3.6833333333333336,3.6500000000000004,136.94583333333335,24,16
681,Moggio Loc Penscei,2015-08-15,0.2,NA,NA,NA,NA,NA,0,3.0583333333333336,2.691666666666667,100.7125,13,10
681,Moggio Loc Penscei,2015-08-16,0.1,NA,NA,NA,NA,NA,0,2.516666666666667,2.166666666666667,85.05833333333334,2,2
681,Moggio Loc Penscei,2015-08-17,0.4,NA,NA,NA,NA,NA,0.025000000000000005,2.466666666666667,3.075,81.46666666666667,1,2
681,Moggio Loc Penscei,2015-08-18,0.2,NA,NA,NA,NA,NA,0.04166666666666667,2.716666666666667,3.166666666666667,94.8125,4,3
681,Moggio Loc Penscei,2015-08-19,0.1,NA,NA,NA,NA,NA,0,2.9833333333333334,2.9916666666666667,87.60000000000001,6,1
681,Moggio Loc Penscei,2015-08-20,0.1,NA,NA,NA,NA,NA,0,4.325,4.666666666666667,94.85833333333333,5,4
681,Moggio Loc Penscei,2015-08-21,0.30000000000000004,NA,NA,NA,NA,NA,0,3.066666666666667,2.9333333333333336,105.08333333333334,9,10
681,Moggio Loc Penscei,2015-08-22,0.8,NA,NA,NA,NA,NA,0,3.466666666666667,3.1166666666666667,106.02083333333334,23,19
681,Moggio Loc Penscei,2015-08-23,0.6000000000000001,NA,NA,NA,NA,NA,0,2.3916666666666666,1.9083333333333334,111.10416666666667,16,15
681,Moggio Loc Penscei,2015-08-24,0.30000000000000004,NA,NA,NA,NA,NA,0,2.125,1.4666666666666668,102.05000000000001,13,6
